age,workClass,fnlwgt,education,educNum,mariStat,occup,relationship,origEthn,sex,capitalGain,capitalLoss,hoursWeek,nativCountry,income,LcapitalGain,LcapitalLoss,ageQ,hoursWeekQ
30,Other-Govt,83066,HS-grad,9,Married,Service,Husband,Black,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
33,Private,150154,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
43,Private,190786,HS-grad,9,Married,Service,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
56,Private,178033,HS-Graduate,10,Widowed,White-Collar,Not-in-family,White,Male,cgLow,None,60,United-States,incLow,8.39321601159653,0,Ag5,HW3
25,Self-Employed,159909,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
41,Private,190885,HS-grad,9,Not-Married,Service,Not-in-family,White,Female,None,None,40,Latin-America,incLow,0,0,Ag3,HW2
25,Private,243786,Bachelors,13,Never-Married,Service,Not-in-family,White,Female,None,None,37,United-States,incLow,0,0,Ag1,HW1
31,Other-Govt,124020,Associates,12,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag2,HW2
36,Private,159016,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,38,United-States,incLow,0,0,Ag3,HW1
37,Private,183800,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
58,Self-Employed,193434,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,20,United-States,incLow,0,0,Ag5,HW1
26,Private,245029,Bachelors,13,Never-Married,Admin,Not-in-family,Black,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
55,Private,98746,HS-Graduate,10,Married,Other-occups,Husband,White,Male,None,None,50,British-Commonwealth,incHigh,0,0,Ag5,HW3
46,Federal-Govt,140664,HS-Graduate,10,Married,White-Collar,Husband,White,Male,None,None,48,United-States,incHigh,0,0,Ag4,HW3
44,Private,344920,Bachelors,13,Never-Married,Admin,Not-in-family,White,Female,None,clLow,20,United-States,incLow,0,7.38894609761844,Ag4,HW1
44,Private,169980,Dropout,7,Married,Service,Husband,Black,Male,None,None,60,United-States,incLow,0,0,Ag4,HW3
28,Other-Govt,155397,Bachelors,13,Never-Married,White-Collar,Not-in-family,White,Male,None,None,55,United-States,incLow,0,0,Ag2,HW3
42,Private,245317,Dropout,6,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag4,HW3
41,Private,74182,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
39,Private,280570,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
64,Self-Employed,30664,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,30,United-States,incLow,0,0,Ag5,HW1
20,Private,109952,HS-Graduate,10,Never-Married,Blue-Collar,Own-child,White,Male,None,None,25,United-States,incLow,0,0,Ag1,HW1
45,Other-Govt,192793,HS-Graduate,10,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
31,Private,243442,HS-grad,9,Married,Admin,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag2,HW3
36,Federal-Govt,106297,Masters,14,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
32,Private,328060,Dropout,5,Not-Married,Service,Unmarried,Other,Female,None,None,40,Latin-America,incLow,0,0,Ag2,HW2
33,Self-Employed,48702,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,65,United-States,incLow,0,0,Ag2,HW3
51,Self-Employed,111283,HS-grad,9,Not-Married,White-Collar,Not-in-family,White,Female,cgHigh,None,35,United-States,incHigh,11.5129254649702,0,Ag5,HW1
36,Private,484024,HS-grad,9,Not-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
40,Private,208470,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
44,Private,172032,Associates,11,Married,Admin,Husband,White,Male,cgLow,None,51,United-States,incHigh,8.89549263145163,0,Ag4,HW3
40,Private,29927,HS-grad,9,Not-Married,Admin,Unmarried,White,Female,None,None,45,British-Commonwealth,incLow,0,0,Ag3,HW3
46,Private,98012,Associates,11,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
31,Self-Employed,108468,Prof-School,15,Married,Professional,Husband,White,Male,None,None,60,United-States,incHigh,0,0,Ag2,HW3
30,Private,207301,HS-grad,9,Never-Married,Sales,Not-in-family,White,Female,None,clHigh,40,United-States,incLow,0,7.59135704669855,Ag2,HW2
26,Private,168403,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
25,Private,66935,Bachelors,13,Never-Married,Service,Other-relative,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
35,Self-Employed,42044,Associates,12,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
29,Private,184806,Prof-School,15,Never-Married,Professional,Other-relative,White,Male,None,None,50,United-States,incLow,0,0,Ag2,HW3
39,Private,1455435,Associates,12,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
44,Self-Employed,445382,HS-Graduate,10,Not-Married,Service,Unmarried,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
37,Private,278576,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,60,United-States,incHigh,0,0,Ag3,HW3
79,Self-Employed,84979,Associates,11,Married,Sales,Husband,White,Male,None,None,20,United-States,incHigh,0,0,Ag5,HW1
36,Private,659504,Bachelors,13,Married,White-Collar,Husband,Black,Male,None,None,45,United-States,incHigh,0,0,Ag3,HW3
44,Private,136986,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,60,United-States,incHigh,0,0,Ag4,HW3
23,Private,278107,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,clLow,30,United-States,incLow,0,7.36137542897735,Ag1,HW1
27,Private,96219,Bachelors,13,Never-Married,Admin,Not-in-family,White,Female,None,None,45,United-States,incLow,0,0,Ag2,HW3
46,Self-Employed,131091,Bachelors,13,Married,Sales,Husband,White,Male,None,clHigh,40,United-States,incHigh,0,7.55118686729615,Ag4,HW2
58,Private,205410,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
36,Private,416745,Associates,12,Not-Married,White-Collar,Not-in-family,White,Male,None,None,48,United-States,incLow,0,0,Ag3,HW3
36,Private,180667,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,clLow,60,United-States,incHigh,0,7.54327334670545,Ag3,HW3
21,Private,72119,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Male,None,None,45,United-States,incLow,0,0,Ag1,HW3
41,Other-Govt,108945,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Female,cgHigh,None,40,United-States,incHigh,9.57115672841547,0,Ag3,HW2
49,Federal-Govt,195949,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
34,Private,101345,Bachelors,13,Married,Sales,Wife,White,Female,None,None,40,United-States,incHigh,0,0,Ag3,HW2
29,Private,439263,HS-grad,9,Married,Other-occups,Husband,White,Male,None,None,35,South-America,incLow,0,0,Ag2,HW1
63,Private,213095,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag5,HW3
29,Federal-Govt,59932,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
65,Private,172815,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
26,Private,40915,Bachelors,13,Never-Married,Service,Not-in-family,White,Female,None,None,25,United-States,incLow,0,0,Ag1,HW1
42,Private,139012,Doctorate,16,Married,Professional,Husband,Asian,Male,None,None,40,China,incHigh,0,0,Ag4,HW2
44,Private,121781,HS-Graduate,10,Not-Married,Admin,Not-in-family,Asian,Female,None,None,37,United-States,incLow,0,0,Ag4,HW1
41,Self-Employed,147110,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,25,United-States,incLow,0,0,Ag3,HW1
22,Other-Govt,237811,Associates,12,Never-Married,Admin,Own-child,Black,Female,None,None,35,Latin-America,incLow,0,0,Ag1,HW1
18,Private,111476,Dropout,7,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
33,Other-Govt,289716,Dropout,6,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
46,Other-Govt,141944,Bachelors,13,Married,Professional,Husband,White,Male,None,None,38,United-States,incHigh,0,0,Ag4,HW1
49,Private,323773,Dropout,7,Married,Service,Other-relative,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
41,Other-Govt,176663,HS-grad,9,Married,Admin,Wife,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
52,Private,155233,HS-Graduate,10,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
40,Private,143327,HS-Graduate,10,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
53,Federal-Govt,177212,HS-Graduate,10,Never-Married,Professional,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
45,Self-Employed,123088,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag4,HW3
30,Other-Govt,47085,Dropout,6,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
56,Private,102106,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
24,Private,235894,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
71,Self-Employed,172046,Dropout,4,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag5,HW3
20,Self-Employed,197207,HS-grad,9,Not-Married,Sales,Not-in-family,White,Female,None,None,30,United-States,incLow,0,0,Ag1,HW1
26,Private,152452,Bachelors,13,Married,Other-occups,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag1,HW3
34,Private,172928,HS-grad,9,Married,Sales,Husband,White,Male,None,None,65,United-States,incLow,0,0,Ag3,HW3
49,Private,116338,HS-grad,9,Not-Married,Professional,Unmarried,White,Female,None,clLow,60,United-States,incLow,0,6.4831073514572,Ag4,HW3
48,Private,276664,Doctorate,16,Married,Professional,Husband,White,Male,None,clHigh,50,United-States,incHigh,0,7.55118686729615,Ag4,HW3
22,Private,59924,HS-grad,9,Never-Married,Service,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
30,Private,194141,HS-Graduate,10,Not-Married,Blue-Collar,Not-in-family,White,Male,None,clLow,40,United-States,incLow,0,7.38894609761844,Ag2,HW2
51,Private,95128,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
46,Private,292504,HS-Graduate,10,Not-Married,Sales,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
32,Self-Employed,45796,HS-grad,9,Married,White-Collar,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag2,HW3
42,Private,119359,Prof-School,15,Married,Sales,Wife,Amer-Indian,Female,cgHigh,None,40,Euro_2,incHigh,9.61747075940341,0,Ag4,HW2
52,Other-Govt,104280,HS-Graduate,10,Married,Other-occups,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag5,HW3
57,Private,172291,HS-grad,9,Not-Married,Admin,Other-relative,Black,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
35,Private,180988,HS-Graduate,10,Not-Married,Admin,Unmarried,White,Female,None,None,39,United-States,incLow,0,0,Ag3,HW1
52,Private,110748,Masters,14,Married,Professional,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag5,HW3
36,Private,22494,HS-Graduate,10,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
33,Private,267859,HS-Graduate,10,Married,White-Collar,Husband,White,Male,None,None,40,Other,incHigh,0,0,Ag2,HW2
67,Other-Govt,256821,HS-grad,9,Not-Married,Other-occups,Not-in-family,Black,Male,None,None,20,United-States,incLow,0,0,Ag5,HW1
31,Self-Employed,117346,HS-Graduate,10,Married,Sales,Husband,White,Male,None,None,48,United-States,incLow,0,0,Ag2,HW3
31,Private,62374,HS-grad,9,Married,Professional,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag2,HW3
28,Private,314659,HS-Graduate,10,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,42,United-States,incLow,0,0,Ag2,HW3
36,Private,93225,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
58,Self-Employed,165315,HS-grad,9,Married,Sales,Husband,White,Male,None,None,35,United-States,incHigh,0,0,Ag5,HW1
56,Private,124771,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
35,Private,27408,HS-Graduate,10,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
37,Private,198841,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
44,Private,271792,Bachelors,13,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
26,Private,64289,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
51,Private,183390,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
31,Private,240771,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,cgLow,None,50,United-States,incHigh,8.38640090116621,0,Ag2,HW3
30,Private,234919,HS-Graduate,10,Never-Married,Sales,Own-child,White,Female,None,None,40,South-America,incLow,0,0,Ag2,HW2
20,Private,88231,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
21,Private,154422,HS-Graduate,10,Never-Married,Admin,Own-child,Asian,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
37,Private,119098,Bachelors,13,Married,Professional,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag3,HW3
53,Other-Govt,151580,Associates,11,Married,Professional,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.38640090116621,0,Ag5,HW2
54,Private,118793,HS-grad,9,Married,Admin,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag5,HW3
30,Private,271710,Bachelors,13,Married,Sales,Husband,White,Male,cgLow,None,50,United-States,incHigh,8.89549263145163,0,Ag2,HW3
43,Other-Govt,308498,HS-grad,9,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
48,Private,172695,Associates,11,Not-Married,Service,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
42,Self-Employed,29962,Bachelors,13,Married,Sales,Husband,White,Male,None,None,48,United-States,incLow,0,0,Ag4,HW3
62,Private,200332,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
31,Private,291702,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
22,Private,67234,HS-grad,9,Never-Married,Sales,Not-in-family,White,Male,None,None,60,United-States,incLow,0,0,Ag1,HW3
45,Private,168038,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,32,United-States,incLow,0,0,Ag4,HW1
34,Private,137814,HS-Graduate,10,Not-Married,Sales,Not-in-family,White,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
64,Private,126233,HS-grad,9,Married,White-Collar,Husband,White,Male,None,None,20,United-States,incLow,0,0,Ag5,HW1
42,Self-Employed,79036,Bachelors,13,Married,Blue-Collar,Husband,White,Male,None,None,65,United-States,incLow,0,0,Ag4,HW3
60,Self-Employed,327474,HS-grad,9,Married,Sales,Husband,White,Male,None,None,70,United-States,incLow,0,0,Ag5,HW3
44,Private,145160,HS-grad,9,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,58,United-States,incLow,0,0,Ag4,HW3
53,Self-Employed,33304,Prof-School,15,Married,Professional,Husband,White,Male,None,None,38,United-States,incHigh,0,0,Ag5,HW1
37,Private,359001,Associates,11,Married,Blue-Collar,Husband,White,Male,cgHigh,None,50,United-States,incHigh,9.61747075940341,0,Ag3,HW3
23,Private,133515,HS-grad,9,Never-Married,Service,Not-in-family,White,Female,None,None,35,United-States,incLow,0,0,Ag1,HW1
28,Private,168901,Bachelors,13,Married,Professional,Husband,Asian,Male,None,None,40,China,incLow,0,0,Ag2,HW2
55,Private,750972,Dropout,4,Married,Blue-Collar,Husband,White,Male,None,None,41,United-States,incLow,0,0,Ag5,HW2
58,Private,142924,Masters,14,Never-Married,Admin,Not-in-family,White,Female,None,None,24,United-States,incHigh,0,0,Ag5,HW1
74,Self-Employed,228075,HS-Graduate,10,Married,White-Collar,Husband,White,Male,cgHigh,None,25,United-States,incHigh,9.90608417838339,0,Ag5,HW1
27,Private,91189,HS-grad,9,Never-Married,Admin,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
37,Private,290609,HS-grad,9,Not-Married,Admin,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
44,Self-Employed,216921,Dropout,6,Married,Service,Husband,White,Male,None,None,70,United-States,incLow,0,0,Ag4,HW3
23,Private,120046,Associates,12,Never-Married,Admin,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
41,Private,324629,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,40,Euro_2,incLow,0,0,Ag3,HW2
45,Private,81132,HS-Graduate,10,Married,Other-occups,Husband,Asian,Male,None,None,55,United-States,incHigh,0,0,Ag4,HW3
29,Private,160279,HS-grad,9,Not-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
33,Private,229732,Bachelors,13,Never-Married,Sales,Not-in-family,White,Male,None,None,45,United-States,incHigh,0,0,Ag2,HW3
61,Other-Govt,144723,Masters,14,Married,White-Collar,Husband,White,Male,cgLow,None,60,United-States,incHigh,8.89549263145163,0,Ag5,HW3
29,Private,148431,Associates,12,Married,Sales,Wife,Other,Female,cgHigh,None,45,United-States,incHigh,8.94754601503218,0,Ag2,HW3
22,Private,160398,HS-Graduate,10,Never-Married,Sales,Other-relative,White,Male,None,None,38,United-States,incLow,0,0,Ag1,HW1
28,Private,129460,Dropout,5,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,South-America,incLow,0,0,Ag2,HW2
30,Private,252752,Bachelors,13,Married,Professional,Wife,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
20,Private,58222,HS-Graduate,10,Never-Married,Blue-Collar,Own-child,White,Male,None,None,20,United-States,incLow,0,0,Ag1,HW1
45,Private,114459,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag4,HW3
42,Private,223934,Associates,12,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
34,Private,84119,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
31,Private,159123,Bachelors,13,Married,Professional,Husband,White,Male,None,None,60,United-States,incHigh,0,0,Ag2,HW3
23,Private,195532,Bachelors,13,Never-Married,White-Collar,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
50,Private,191299,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag4,HW3
40,Private,198316,Dropout,6,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
57,Private,162301,HS-grad,9,Not-Married,Admin,Not-in-family,White,Female,None,None,45,United-States,incLow,0,0,Ag5,HW3
35,Private,143152,HS-Graduate,10,Married,Admin,Wife,White,Female,cgLow,None,27,United-States,incLow,8.27103686579295,0,Ag3,HW1
24,Private,92609,Bachelors,13,Never-Married,White-Collar,Own-child,White,Male,None,None,45,United-States,incLow,0,0,Ag1,HW3
27,Private,247819,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Female,None,None,15,United-States,incLow,0,0,Ag2,HW1
27,Other-Govt,229223,HS-Graduate,10,Never-Married,Other-occups,Own-child,White,Female,None,None,40,United-States,incHigh,0,0,Ag2,HW2
45,Self-Employed,142719,HS-grad,9,Married,Sales,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
80,Private,86111,Doctorate,16,Married,Professional,Husband,White,Male,None,None,30,United-States,incLow,0,0,Ag5,HW1
23,Other-Govt,35633,HS-Graduate,10,Never-Married,Service,Not-in-family,White,Male,None,None,50,United-States,incLow,0,0,Ag1,HW3
46,Private,164749,HS-Graduate,10,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
38,Private,607848,Bachelors,13,Married,Sales,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
50,Private,173630,HS-grad,9,Not-Married,Sales,Not-in-family,White,Male,None,None,60,United-States,incLow,0,0,Ag4,HW3
55,Private,49737,HS-Graduate,10,Married,Sales,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag5,HW3
72,Private,183616,HS-grad,9,Married,White-Collar,Wife,White,Female,None,None,50,British-Commonwealth,incLow,0,0,Ag5,HW3
65,Private,129426,HS-Graduate,10,Widowed,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
37,Private,454915,Dropout,6,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
39,Other-Govt,55568,HS-grad,9,Married,Admin,Wife,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
38,Private,29874,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
46,Private,393715,HS-Graduate,10,Married,White-Collar,Husband,White,Male,cgHigh,None,50,United-States,incHigh,9.61747075940341,0,Ag4,HW3
50,Private,143953,HS-grad,9,Married,Sales,Husband,White,Male,None,None,65,United-States,incHigh,0,0,Ag4,HW3
54,Private,90363,Associates,12,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
40,Private,53727,Masters,14,Never-Married,Sales,Not-in-family,White,Male,None,None,50,United-States,incHigh,0,0,Ag3,HW3
30,Private,130021,Dropout,4,Married,Blue-Collar,Husband,White,Male,cgLow,None,40,United-States,incLow,7.94803199063728,0,Ag2,HW2
50,Private,173630,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,35,United-States,incLow,0,0,Ag4,HW1
28,Private,410351,HS-Graduate,10,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,30,United-States,incLow,0,0,Ag2,HW1
34,Private,399386,Associates,11,Married,Blue-Collar,Husband,White,Male,None,None,53,United-States,incLow,0,0,Ag3,HW3
55,Private,157932,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
20,Private,133061,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
21,Private,107895,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Male,None,None,35,United-States,incLow,0,0,Ag1,HW1
39,Private,63021,HS-Graduate,10,Not-Married,Service,Not-in-family,White,Female,None,None,20,United-States,incLow,0,0,Ag3,HW1
43,Private,186144,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
33,Other-Govt,27959,HS-grad,9,Never-Married,Service,Unmarried,Amer-Indian,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
26,Private,179569,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
45,Other-Govt,101299,Doctorate,16,Married,Professional,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
31,Other-Govt,113129,HS-Graduate,10,Never-Married,Service,Own-child,White,Female,None,None,65,United-States,incLow,0,0,Ag2,HW3
32,Private,316470,Dropout,3,Married,Blue-Collar,Husband,White,Male,None,None,60,Latin-America,incLow,0,0,Ag2,HW3
60,Self-Employed,89884,HS-grad,9,Married,Sales,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag5,HW3
41,Private,32121,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
21,Private,315303,HS-Graduate,10,Never-Married,Service,Own-child,Black,Male,None,None,20,United-States,incLow,0,0,Ag1,HW1
27,Private,254500,HS-Graduate,10,Not-Married,Admin,Unmarried,Black,Female,None,None,36,United-States,incLow,0,0,Ag2,HW1
33,Private,419895,Dropout,3,Not-Married,Blue-Collar,Unmarried,White,Male,None,None,40,Latin-America,incLow,0,0,Ag2,HW2
43,Private,159549,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
27,Private,160786,Dropout,7,Married,Blue-Collar,Husband,White,Male,None,clHigh,40,United-States,incHigh,0,7.55118686729615,Ag2,HW2
18,Self-Employed,258474,Dropout,6,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
48,Self-Employed,370119,HS-Graduate,10,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
37,Private,50837,Dropout,4,Not-Married,White-Collar,Not-in-family,White,Male,None,None,50,United-States,incLow,0,0,Ag3,HW3
58,Private,137506,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
57,Private,548256,Dropout,8,Married,Blue-Collar,Husband,Black,Male,cgHigh,None,40,United-States,incHigh,8.94754601503218,0,Ag5,HW2
42,Other-Govt,175642,Bachelors,13,Never-Married,Admin,Not-in-family,White,Female,cgHigh,None,40,United-States,incHigh,11.5129254649702,0,Ag4,HW2
24,Private,183594,HS-grad,9,Never-Married,Admin,Other-relative,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
26,Private,341353,Bachelors,13,Never-Married,Service,Other-relative,White,Male,None,None,15,United-States,incLow,0,0,Ag1,HW1
43,Self-Employed,247981,HS-grad,9,Not-Married,Blue-Collar,Unmarried,White,Male,cgLow,None,50,United-States,incLow,8.6044711995233,0,Ag4,HW3
34,Private,193565,Dropout,7,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
38,Private,39606,Bachelors,13,Married,White-Collar,Wife,White,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
51,Self-Employed,127149,Dropout,7,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,incHigh,0,0,Ag5,HW3
49,Self-Employed,182752,Doctorate,16,Married,Professional,Wife,White,Female,None,None,35,United-States,incHigh,0,0,Ag4,HW1
26,Private,269060,Bachelors,13,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
