"SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "jnbjdq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "itavcq" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "CARVP"
"1163226" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J1" "A1" "R2" "Q2" "O2" "M2" "T0" "D0" "B2" "I1" 196 42 1.6094379124341 3.46573590279973 0 0 0 0 0 1 8747 3.46573590279973 2.63905732961526 4.43081679884331 8.29429960885724 0 0 0 0 0 0 0 0 39 0 10.0367501590409 5.99396142730657 2.77258872223978 "Cnon"
"1164334" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 119 43 0 0 0 0 0 0 0 1 29 0 5.35185813347607 0 0 0 0 0 1 1 0 0 0 0 0 3.36729582998647 0 0 "Cnon"
"1166646" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O0" "M1" "T1" "D2" "B1" "I1" 84 25 0 2.56494935746154 4.9416424226093 0 0 0 0 1 13516 2.56494935746154 2.83321334405622 3.61091791264422 0 0 0 0 1 0 0 1 4.9416424226093 17 0 9.3426835589639 0 0 "Cnon"
"1167712" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R1" "Q1" "O0" "M0" "T0" "D2" "B0" "I0" 80 31 0 1.38629436111989 0 0 0 0 0 1 2789 1.38629436111989 2.83321334405622 2.56494935746154 0 0 0 0 1 1 0 0 0 0 1 4.48863636973214 0 2.39789527279837 "Cnon"
"1168744" "Shom" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R0" "Q1" "O0" "M1" "T0" "D0" "B2" "I0" 64 25 0 2.30258509299405 0 0 0 0 0 1 3481 2.30258509299405 2.63905732961526 3.73766961828337 0 0 0 0 0 0 0 0 0 20 0 8.92145757894788 0 1.6094379124341 "Cnon"
"1168833" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R0" "Q1" "O0" "M0" "T0" "D1" "B0" "I0" 63 56 0 1.6094379124341 0 0 0 0 0 1 5194 1.6094379124341 2.70805020110221 2.56494935746154 0 0 0 0 0 0 0 0 0 0 1 8.15075647027555 0 0 "Cnon"
"1170135" "Shom" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q1" "O1" "M0" "T0" "D0" "B1" "I0" 44 22 0.693147180559945 1.79175946922805 0 0 0 0 0 1 2100 1.79175946922805 2.63905732961526 2.70805020110221 0 0 0 0 0 0 0 0 0 0 1 8.00101996132365 0 0 "Cnon"
"1220702" "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X2" "Y2" "R1" "N1" "E1" "G1" "F1" "L1" "H0" "J0" "A2" "R1" "Q1" "O0" "M1" "T2" "D0" "B2" "I2" 104 61 0 2.94443897916644 12.2347086920665 2.30258509299405 11.8152793776539 0 0 1 5408 2.94443897916644 2.63905732961526 4.07753744390572 10.1658902778025 11.8152793776539 0 0 5 2 12.0659653935425 3 10.3721778196993 12 1 12.2890203603508 0 0 "Cnon"
"1242198" "Shom" "Fcou" "Psan" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A2" "R2" "Q1" "O1" "M1" "T2" "D0" "B1" "I2" 285 65 0.693147180559945 2.30258509299405 10.9810804739802 0 0 0 0 1 5303 2.30258509299405 2.63905732961526 3.2188758248682 10.463131911492 0 1 11.7984577282373 3 2 10.1656594908178 1 10.3969024860423 0 0 12.1782234311102 11.7984577282373 0 "Cnon"
"1242213" "Shom" "Fseu" "Pouv" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R2" "Q2" "O0" "M1" "T2" "D0" "B1" "I2" 262 46 0 2.94443897916644 12.0847408203625 0 0 0 0 1 14068 2.63905732961526 2.63905732961526 2.63905732961526 0 0 4 12.5017266078623 3 1 10.9636708145845 2 11.6903266030004 1 0 13.0523828755138 12.5017266078623 0 "Cnon"
"1243652" "Sfem" "Fseu" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J2" "A1" "R1" "Q2" "O0" "M2" "T1" "D0" "B2" "I2" 145 39 0 4.969813299576 9.19034172546949 0 0 0 0 1 13168 4.969813299576 2.63905732961526 3.98898404656427 0 0 0 0 1 1 9.19034172546949 0 0 38 0 13.6086893199675 13.2004534106186 3.55534806148941 "Cnon"
"1244738" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J0" "A1" "R2" "Q1" "O0" "M1" "T1" "D0" "B2" "I1" 201 44 0 2.39789527279837 6.90875477931522 2.56494935746154 10.796878064524 0 10.796878064524 1 7856 2.39789527279837 2.63905732961526 3.73766961828337 8.43185314424922 0 0 0 2 1 0 1 6.90875477931522 8 0 9.21004032696718 0 0 "Cnon"
"1244834" "Shom" "Fseu" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A0" "R2" "Q2" "O0" "M1" "T0" "D0" "B2" "I1" 198 36 0 2.83321334405622 4.70048036579242 0 0 0 0 1 18705 2.83321334405622 2.63905732961526 3.73766961828337 0 0 0 0 1 0 0 1 4.70048036579242 17 0 9.67319349719308 5.30330490805908 0 "Cnon"
"1245427" "Sfem" "Fcou" "Pint" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A2" "R1" "Q1" "O0" "M2" "T2" "D0" "B1" "I2" 140 57 0 3.09104245335832 12.8786216324149 0 0 0 0 1 4587 3.09104245335832 2.63905732961526 3.29583686600433 10.1064692120264 0 1 11.1816815368932 3 2 12.7970818901179 1 10.3314966250792 0 0 13.0584411996215 11.1816815368932 0 "Cnon"
"1247285" "Shom" "Fcou" "Pint" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E0" "G1" "F0" "L1" "H1" "J2" "A2" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "I1" 133 53 0 1.6094379124341 9.62225132756774 0 12.7872514151902 0 0 1 849 1.6094379124341 2.63905732961526 1.6094379124341 0 12.7872514151902 1 9.99236801503 3 2 9.60743723041383 1 5.40717177146012 0 0 10.7669047948032 10.1968285828396 3.68887945411394 "Cnon"
"1248238" "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A1" "R1" "Q0" "O0" "M2" "T2" "D1" "B2" "I1" 115 42 0 3.29583686600433 10.6651574940984 2.70805020110221 11.7723237969436 7.0335064842877 11.7635440956846 1 878 1.38629436111989 2.70805020110221 4.07753744390572 0 0 0 0 2 1 9.64711032991276 1 10.2168739207762 19 0 10.6651574940984 0 2.77258872223978 "Cnon"
"1248490" "Shom" "Fcou" "Psan" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A2" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "I2" 148 61 0 2.56494935746154 12.8350092511723 2.30258509299405 8.9595686535445 8.9595686535445 0 1 3705 2.484906649788 2.63905732961526 3.49650756146648 0 0 1 10.2219049193571 3 2 12.7489142443891 1 10.3399990290496 7 0 12.9220814952334 10.2219049193571 0 "Cnon"
"1248958" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O1" "M1" "T0" "D0" "B1" "I1" 96 34 0.693147180559945 2.56494935746154 0 4.56434819146784 9.5822486965555 9.39182824802156 7.83042561782033 1 12163 2.56494935746154 2.63905732961526 3.46573590279973 0 0 0 0 0 0 0 0 0 14 0 9.97604074521784 0 0 "Cnon"
"1251267" "Sfem" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q1" "O1" "M1" "T0" "D0" "B2" "I0" 244 43 0.693147180559945 2.30258509299405 0 0 0 0 0 1 3047 2.30258509299405 2.63905732961526 3.87120101090789 0 0 0 0 0 0 0 0 0 30 0 7.09090982207998 0 0 "Cnon"
"1251654" "Shom" "Fseu" "Pouv" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q2" "O1" "M2" "T2" "D0" "B1" "I2" 230 42 0.693147180559945 3.09104245335832 12.3034352630969 0 0 0 0 1 14388 2.99573227355399 2.63905732961526 3.43398720448515 0 0 0 0 4 2 11.9866907602705 2 10.9995967109861 11 0 12.3040293202754 0 0 "Cnon"
"1251804" "Sfem" "Fseu" "Psan" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q1" "O1" "M1" "T2" "D0" "B1" "I2" 283 62 0.693147180559945 2.94443897916644 13.7121125597531 0 0 0 0 1 7015 2.94443897916644 2.63905732961526 3.58351893845611 0 0 1 12.9810255940437 5 2 13.1791103732902 2 11.874967977703 2 0 14.1370294049937 13.0447779813993 0 "Cnon"
"1252486" "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X2" "Y2" "R0" "N0" "E1" "G1" "F0" "L1" "H0" "J0" "A1" "R2" "Q1" "O1" "M2" "T2" "D0" "B2" "I2" 198 46 0.693147180559945 3.2188758248682 11.4160841135207 3.04452243772342 12.470235291939 0 0 1 4771 3.13549421592915 2.63905732961526 3.95124371858143 0 12.470235291939 0 0 4 2 10.8150069195314 2 10.6215468337923 0 0 11.4765830056674 0 0 "Cnon"
"1253572" "Sfem" "Fcou" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 157 62 0 0 6.5366915975913 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 6.5366915975913 0 0 6.5366915975913 0 0 "Cnon"
"1253621" "Sfem" "Fseu" "Pint" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R2" "Q1" "O0" "M1" "T1" "D1" "B1" "I1" 185 35 0 2.83321334405622 8.87304779897107 0 0 0 0 1 6667 2.83321334405622 2.70805020110221 3.46573590279973 0 0 0 0 1 1 8.87304779897107 0 0 3 0 10.0761795603542 0 1.09861228866811 "Cnon"
"1253792" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q2" "O1" "M0" "T0" "D2" "B0" "I2" 148 43 0.693147180559945 1.38629436111989 0 0 0 0 0 1 126582 1.38629436111989 2.83321334405622 1.79175946922805 0 0 0 0 0 0 0 0 0 0 0 11.7480766354087 0 0 "Cnon"
"1253928" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "J1" "A0" "R1" "Q0" "O0" "M0" "T1" "D0" "B1" "I1" 142 25 0 0.693147180559945 6.69703424766648 0 0 0 0 1 1352 0.693147180559945 2.63905732961526 2.77258872223978 9.21044036697652 0 0 0 1 0 0 1 6.69703424766648 0 1 9.27171765165109 0 1.09861228866811 "Cnon"
"1254196" "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X2" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 131 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 1 0 0 0 0 0 0 "Cnon"
"1256165" "Sfem" "Fseu" "Pouv" "K1" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J0" "A0" "R1" "Q1" "O0" "M1" "T2" "D1" "B1" "I2" 111 32 0 2.77258872223978 11.0598654780544 2.99573227355399 12.06106421437 0 0 2 3961 2.63905732961526 2.70805020110221 3.40119738166216 0 12.06106421437 0 0 4 2 10.421328511196 2 10.3089859934221 6 0 11.2599925848453 0 0 "Cnon"
"1257687" "Sfem" "Fseu" "Pouv" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q1" "O0" "M0" "T1" "D1" "B0" "I0" 79 32 0 0 6.50128967054039 0 0 0 0 1 2193 0 2.70805020110221 1.09861228866811 0 0 0 0 2 0 0 2 6.50128967054039 1 0 7.27239839257005 0 0 "Cnon"
"1259388" "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J1" "A0" "R0" "Q1" "O1" "M0" "T0" "D0" "B2" "I0" 62 35 0.693147180559945 1.6094379124341 4.68213122712422 0 0 0 0 1 1626 1.6094379124341 2.63905732961526 3.68887945411394 9.39274525863144 0 0 0 1 0 0 1 4.68213122712422 11 0 7.85941315469358 0 1.79175946922805 "Cnon"
"1259796" "Sfem" "Fcou" "Pint" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A0" "R1" "Q1" "O0" "M2" "T2" "D0" "B2" "I2" 121 34 0 3.09104245335832 11.9044539073395 1.79175946922805 10.221359296151 0 10.221359296151 2 4507 3.09104245335832 2.63905732961526 3.85014760171006 0 0 0 0 3 1 11.8809378960277 2 8.14293601043227 17 0 11.968608289239 0 1.38629436111989 "Cnon"
"1261282" "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R0" "Q1" "O2" "M1" "T0" "D0" "B2" "I0" 42 28 1.38629436111989 2.70805020110221 0 0 0 0 0 1 2778 2.70805020110221 2.63905732961526 3.87120101090789 0 0 0 0 0 0 0 0 0 22 0 8.87066300440602 0 2.484906649788 "Cnon"
"1270161" "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X2" "Y2" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O0" "M2" "T2" "D0" "B2" "I2" 121 33 0 3.40119738166216 10.8732621776831 0 0 0 0 1 14013 3.40119738166216 2.63905732961526 4.43081679884331 0 0 0 0 4 2 10.0328916897474 2 10.3084525356026 20 1 11.1931884107447 0 0 "Cnon"
"1270333" "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X0" "Y2" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R1" "Q1" "O0" "M2" "T1" "D2" "B1" "I0" 110 31 0 3.68887945411394 5.58724865840025 0 0 0 0 1 4443 3.68887945411394 2.77258872223978 2.70805020110221 0 0 0 0 2 0 0 2 5.58724865840025 6 1 7.98582466641892 0 2.77258872223978 "Cnon"
"1322982" "Shom" "Fcou" "Pint" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J1" "A2" "R2" "Q2" "O2" "M2" "T1" "D0" "B2" "I2" 316 65 1.09861228866811 3.58351893845611 10.2410306441588 1.94591014905531 9.4069756634096 0 0 1 9529 3.58351893845611 2.63905732961526 4.33073334028633 0 9.4069756634096 1 11.3399758539753 4 2 9.69836808706617 2 9.37075709338209 17 0 12.3968458860139 11.7104968169711 1.6094379124341 "Cnon"
"1332460" "Shom" "Fcou" "Pouv" "K0" "V1" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R1" "Q1" "O0" "M0" "T2" "D0" "B1" "I2" 94 40 0 1.94591014905531 10.9597141247078 0 0 0 0 1 5268 1.94591014905531 2.63905732961526 3.17805383034795 0 0 1 9.65412835440351 1 1 10.9597141247078 0 0 4 0 11.2500010436442 9.65412835440351 0 "Cnon"
"1332683" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 90 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Cnon"
"1333915" "Sfem" "Fcou" "Pint" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J1" "A1" "R1" "Q1" "O0" "M1" "T2" "D1" "B1" "I2" 167 47 0 2.99573227355399 11.673793532545 0 0 0 0 1 3544 2.94443897916644 2.70805020110221 3.61091791264422 9.61587214452889 0 1 11.7080480709346 3 1 11.1718988729993 2 10.743976570994 16 0 12.3997173528053 11.7080480709346 1.38629436111989 "Cnon"
"1334421" "Sfem" "Fseu" "Pouv" "K0" "V0" "U2" "X2" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A1" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 67 38 0 0 0 0 0 0 0 1 -2238 0 2.83321334405622 1.38629436111989 0 0 0 0 3 2 0 1 0 0 0 6.90173720665657 0 4.34380542185368 "Cnon"
"1335795" "Sfem" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R0" "Q1" "O1" "M1" "T0" "D0" "B2" "I1" 49 48 0.693147180559945 2.63905732961526 0 0 0 0 0 1 5168 2.63905732961526 2.63905732961526 3.76120011569356 0 0 0 0 0 0 0 0 0 17 0 9.11482017011877 0 0 "Cnon"
"1340327" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J2" "A2" "R2" "Q1" "O2" "M1" "T1" "D0" "B2" "I0" 307 57 1.09861228866811 2.484906649788 8.06589354696427 0 0 0 0 1 2838 2.484906649788 2.63905732961526 3.66356164612965 10.1658902778025 0 0 0 1 0 0 1 8.06589354696427 11 0 8.96443983353936 6.21660610108486 3.55534806148941 "Cnon"
"1340471" "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A2" "R2" "Q1" "O0" "M0" "T0" "D2" "B0" "I0" 304 52 0 0 0 0 0 0 0 1 1675 0 3.63758615972639 1.09861228866811 11.5434643692791 0 0 0 0 0 0 0 0 0 0 6.83840520084734 0 0 "Cnon"
"1341444" "Sfem" "Fseu" "Pint" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q2" "O1" "M2" "T2" "D0" "B1" "I2" 278 43 0.693147180559945 3.43398720448515 12.0401479228976 0 0 0 0 1 19627 3.25809653802148 2.63905732961526 3.13549421592915 0 0 0 0 3 2 11.8151389432679 1 10.4381664123243 10 0 12.2190826472485 0 0 "Cnon"
"1342937" "Shom" "Fcou" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E1" "G1" "F1" "L0" "H0" "J2" "A2" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "I2" 240 53 0 1.79175946922805 11.6803956169116 4.36944785246702 12.9214924396728 11.2379753296632 12.7160449052846 1 -67074 1.79175946922805 2.63905732961526 2.39789527279837 11.4177462765862 0 0 0 1 1 11.6803956169116 0 0 0 0 11.6803956169116 0 4.51085950651685 "Cnon"
"1344160" "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q2" "O1" "M1" "T2" "D0" "B0" "I2" 215 47 0.693147180559945 2.39789527279837 11.161593365442 0 0 0 0 1 86787 2.39789527279837 2.63905732961526 1.38629436111989 0 0 0 0 2 2 11.161593365442 0 0 0 0 12.0334320763891 0 0 "Cnon"
"1345527" "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J2" "A2" "R2" "Q0" "O2" "M1" "T1" "D0" "B1" "I0" 185 54 1.09861228866811 2.63905732961526 5.59471137960184 2.07944154167984 9.9257870600309 9.9257870600309 0 1 -5163 2.63905732961526 2.63905732961526 3.3322045101752 12.1418594048165 0 0 0 1 0 0 1 5.59471137960184 9 0 6.15060276844628 5.30330490805908 4.35670882668959 "Cnon"
"1347052" "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O1" "M1" "T2" "D0" "B1" "I2" 147 23 0.693147180559945 2.89037175789616 11.9782180144858 0 0 0 0 1 17641 2.89037175789616 2.63905732961526 3.52636052461616 0 0 0 0 2 2 11.9782180144858 0 0 17 0 12.0981588730846 0 0 "Cnon"
"1348595" "Sfem" "Fseu" "Pint" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 97 34 0 0 0 0 0 0 0 1 525 0 4.38202663467388 0 0 0 0 0 1 1 0 0 0 0 0 6.42324696353352 0 0 "Cnon"
"1352981" "Sfem" "Fseu" "Pemp" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G1" "F0" "L1" "H1" "J0" "A2" "R1" "Q1" "O0" "M0" "T1" "D0" "B1" "I0" 172 53 0 0.693147180559945 8.41205487329293 0 11.9584122474279 0 10.6672795726654 1 5103 0.693147180559945 2.63905732961526 3.46573590279973 0 11.6368937767506 0 0 3 2 7.60140233458373 1 7.82444593087762 16 0 8.93734984826739 6.21660610108486 0 "Cnon"
"1353440" "Sfem" "Fseu" "Pouv" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "I1" 144 30 0 2.94443897916644 10.9754306932208 0 0 0 0 2 4716 2.94443897916644 2.63905732961526 3.55534806148941 0 0 0 0 3 2 0 1 10.9754306932208 13 0 11.1566361609486 0 1.09861228866811 "Cnon"
"1353988" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q2" "O2" "M2" "T1" "D0" "B1" "I1" 101 37 1.09861228866811 3.3322045101752 4.85203026391962 0 0 0 0 1 11499 3.3322045101752 2.63905732961526 3.61091791264422 0 0 0 0 1 0 0 1 4.85203026391962 17 0 9.4906201146612 0 0 "Cnon"
"1421629" "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A2" "R1" "Q2" "O2" "M1" "T0" "D0" "B2" "I1" 105 63 1.38629436111989 2.77258872223978 0 0 0 0 0 1 8654 2.77258872223978 2.63905732961526 3.73766961828337 10.7789771230064 0 0 0 0 0 0 0 0 0 0 9.44651860156085 0 0 "Cnon"
"1431055" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 97 45 0 0 5.25749537202778 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 5.25749537202778 0 0 5.25749537202778 0 0 "Cnon"
"1440389" "Shom" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q1" "O2" "M1" "T1" "D0" "B2" "I1" 302 57 1.94591014905531 2.56494935746154 9.60015024047377 0 0 0 0 1 4565 2.56494935746154 2.63905732961526 4.02535169073515 0 0 0 0 1 0 0 1 9.60015024047377 1 0 9.68121861863258 0 0 "Cnon"
"1441107" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q1" "O0" "M1" "T1" "D1" "B1" "I1" 282 42 0 2.30258509299405 7.97177612288063 0 0 0 0 1 7082 2.30258509299405 2.70805020110221 2.63905732961526 0 0 0 0 1 0 0 0 0 0 0 9.55322060489273 0 0 "Cnon"
"1441287" "Shom" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 278 52 0 0 6.65415252018322 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 6.65415252018322 0 0 6.65415252018322 0 0 "Cnon"
"1442807" "Shom" "Fcou" "Psan" "K1" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J1" "A2" "R2" "Q2" "O0" "M1" "T1" "D0" "B2" "I0" 244 63 0 2.63905732961526 6.61069604471776 2.07944154167984 9.05660627203414 9.05660627203414 0 2 10615 2.63905732961526 2.63905732961526 4.06044301054642 10.8952752914083 0 0 0 2 1 0 1 6.61069604471776 21 0 8.61377528926248 0 2.484906649788 "Cnon"
"1444022" "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E1" "G1" "F0" "L0" "H0" "J1" "A0" "R2" "Q1" "O1" "M2" "T1" "D0" "B2" "I1" 214 36 0.693147180559945 3.40119738166216 9.58204184993154 2.07944154167984 9.50076867009599 0 9.50076867009599 1 5877 3.40119738166216 2.63905732961526 3.91202300542815 0 0 0 0 2 1 7.60190195987517 1 9.43356392009056 10 1 9.89212322245708 0 0.693147180559945 "Cnon"
"1444760" "Sfem" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q1" "O0" "M0" "T0" "D2" "B0" "I0" 195 40 0 1.09861228866811 0 0 0 0 0 1 4972 1.09861228866811 3.3322045101752 1.6094379124341 0 0 0 0 0 0 0 0 0 0 0 8.55101473989175 0 0 "Cnon"
"1444770" "Shom" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A1" "R2" "Q1" "O2" "M1" "T0" "D0" "B2" "I1" 194 39 1.09861228866811 2.63905732961526 0 2.30258509299405 9.79896002318219 9.79896002318219 0 1 6629 2.63905732961526 2.63905732961526 3.76120011569356 0 0 0 0 0 0 0 0 0 10 0 9.32572052301626 0 0 "Cnon"
