"JOUR","O3obs","MOCAGE","TEMPE","RMH2O","NO2","NO","STATION","VentMOD","VentANG"
0,88,112.5,16.7,0.01176,2.394,0.49,Ram,1.7,-1.08084
0,99,148.6,19.6,0.00693,3.622,0.564,Ram,1.56525,0.46365
0,120,126.3,24.4,0.00944,1.692,0.28,Ram,3.41321,1.48279
0,93,133.7,21.1,0.00966,1.376,0.217,Ram,3.52278,0.11379
1,70,86.3,20.1,0.00618,0.877,0.233,Ram,7.40608,-0.04052
1,64,79.4,16.7,0.00575,1.098,0.338,Ram,4.82597,-0.10379
0,46,102.3,16.4,0.01022,3.519,0.822,Ram,2.40416,-1.27536
0,93,95.6,19.5,0.00422,15.09,4.514,Ram,5.09902,0.7299
0,104,104.8,20.1,0.0054,7.237,1.828,Ram,5.46443,0.96757
0,141,104.7,20.5,0.0062,8.504,2.203,Ram,4.1,1.34948
1,97,58.6,18.5,0.00417,3.434,1.656,Ram,4.5618,1.11695
1,100,100.2,19,0.00571,13.069,3.774,Ram,0.64031,-0.67474
0,90,84.4,19.8,0.00402,2.499,0.82,Ram,2.19545,-1.046
0,70,110.9,15.2,0.00891,2.279,0.491,Ram,3.82099,0.82242
0,83,107.3,22.9,0.00817,1.47,0.297,Ram,2.66833,0.2268
0,67,132.6,26.1,0.01227,3.502,0.58,Ram,2.90689,-1.50194
1,95,124.7,28.2,0.01069,8.126,1.522,Ram,5.89406,0.25732
1,142,129.2,29.7,0.00731,8.973,1.717,Ram,3.74833,0.16076
0,134,185.3,31.1,0.01001,3.328,0.377,Ram,3.46699,-0.99079
0,145,118.2,26,0.00666,3.43,0.671,Ram,4.95782,-0.84248
0,201,209.3,28.7,0.00849,6.605,0.74,Ram,1.52643,1.01914
0,143,165.2,27.8,0.01791,2.766,0.362,Ram,3.34215,0.89138
1,118,147.4,25,0.01172,1.916,0.285,Ram,4.41022,-0.99537
1,115,181.7,27.2,0.01342,14.364,1.833,Ram,4.38634,0.81765
0,146,178.1,30.8,0.0121,4.955,0.612,Ram,4.30465,0.04648
0,82,110.1,30.7,0.01563,4.203,0.796,Ram,3.48281,0.88709
0,95,119.2,23.3,0.01142,1.411,0.23,Ram,4.56508,0.50284
0,69,81.8,21.2,0.01054,1.085,0.307,Ram,6.43817,0.81835
0,65,91.9,18.8,0.01035,1.853,0.436,Ram,5.60357,0.0357
1,88,125.4,26,0.00874,1.631,0.275,Ram,3.13847,0.53496
1,90,121.9,28.6,0.00919,1.14,0.194,Ram,4.70425,1.52827
0,78,66.5,16.9,0.00811,1.142,0.418,Ram,7.72334,0.07776
0,60,75.1,18.8,0.00948,1.309,0.39,Ram,4.62709,-0.10827
0,65,74.2,18.3,0.00764,1.105,0.352,Ram,8.06226,-0.40815
0,74,100.6,18.6,0.00749,1.802,0.431,Ram,5.1225,-0.89606
1,102,133.7,19.3,0.00919,3.629,0.593,Ram,4.78539,1.11649
1,125,130.3,24.4,0.00966,2.541,0.435,Ram,5.86941,1.32995
0,134,124.3,26.1,0.00987,2.791,0.493,Ram,6.23618,1.2947
0,129,141.2,26.6,0.00897,3.686,0.575,Ram,4.97695,1.1791
0,171,144.1,26.6,0.01003,2.206,0.328,Ram,4.60109,-1.54906
1,191,200.4,27.8,0.00856,3.482,0.367,Ram,0.3,-1.57079
0,158,185,30.5,0.01197,2.225,0.229,Ram,4.29535,-1.13839
1,104,128.3,29.6,0.00776,2.831,0.472,Ram,3.10644,-0.99172
1,167,168.4,29,0.00648,12.671,1.801,Ram,2.6,0.39479
0,103,110.5,19.1,0.01017,1.5,0.308,Ram,5.10882,0.05876
0,75,82.6,19.6,0.0105,1.713,0.454,Ram,6.66108,-0.13553
0,48,93.8,22.3,0.01061,1.635,0.363,Ram,7.47061,-0.4876
0,81,90,24.2,0.00567,1.132,0.282,Ram,6.38905,-0.69674
0,112,134.9,24.5,0.00798,1.956,0.318,Ram,2.74591,-0.5779
1,83,151.1,22,0.00788,1.98,0.29,Ram,1.87883,-0.43984
1,55,103.1,17.8,0.0121,1.977,0.404,Ram,6.00333,1.53748
0,70,86.7,22.2,0.01068,1.225,0.303,Ram,7.9555,0.25412
0,60,160.7,20.1,0.01211,7.132,0.913,Ram,0.76158,-1.1659
0,94,209.9,26.7,0.01332,9.992,0.996,Ram,1.41421,0.1419
0,97,93.3,24.1,0.01385,2.973,0.591,Ram,1.74642,1.15839
0,79,84,19.1,0.01215,2.437,0.59,Ram,5.34883,0.36315
1,87,76.1,18.2,0.00949,0.965,0.276,Ram,4.96488,0.16184
1,63,75.3,18.5,0.01014,1.528,0.428,Ram,4.10122,0.02439
0,66,108.4,18.1,0.01048,3.766,0.839,Ram,2.19545,-1.046
0,114,105.1,21.2,0.01056,2.981,0.645,Ram,4.92443,-1.15257
0,68,85.5,23.1,0.00969,1.33,0.322,Ram,6.04649,-0.59718
0,88,77.7,21.1,0.00651,1.4,0.384,Ram,3.80132,-0.9536
0,38,75.3,22.5,0.00926,1.231,0.329,Ram,6.50308,0.03076
1,84,74.5,20.2,0.00654,2.609,0.795,Ram,4.89183,-0.71306
1,94,70.2,20.5,0.00549,1.411,0.452,Ram,4.31856,1.47804
0,80,66,20.4,0.00611,1.549,0.534,Ram,4.50444,1.52638
0,92,109.8,22.3,0.00627,10.21,2.223,Ram,2.86531,1.06031
0,83,121.9,25.1,0.00788,1.367,0.214,Ram,3.06105,-0.66964
0,73,63.3,23.9,0.00699,0.919,0.286,Ram,6.0803,-0.63363
1,77,73,23.5,0.00612,1.195,0.29,Ram,4.30116,0.02325
1,66,63.6,18.3,0.00786,1.191,0.4,Ram,8.96939,-0.53851
0,127,131.3,26.3,0.00685,4.663,0.755,Ram,5.0636,0.15866
0,92,110.1,17.2,0.01118,1.772,0.352,Ram,6.48845,-0.42918
1,55,107.8,18.2,0.00875,4.155,0.889,Ram,4.998,-1.22373
1,73,62.1,17.4,0.01087,7.597,2.672,Ram,5.19711,-1.04688
0,81,100.2,22.2,0.00902,1.545,0.285,Ram,9.32952,-0.54042
0,79,81.4,20.1,0.00659,5.142,1.489,Ram,4.68722,-0.98279
0,97,114.7,20.9,0.00583,1.614,0.257,Ram,5.64004,0.64705
0,84,83.9,19.9,0.00813,1.616,0.391,Ram,7.71298,0.23554
0,71,86.5,19.5,0.00578,1.463,0.307,Ram,4.33244,0.32905
1,91,112.2,21.7,0.00552,1.834,0.311,Ram,0.53852,0.38051
1,110,140.7,23.9,0.00608,11.722,1.807,Ram,1.65529,1.13417
0,119,169,26.4,0.00699,21.26,2.659,Ram,1.6401,0.6557
0,167,162.7,29.2,0.00722,6.809,0.811,Ram,3.8,0
0,131,168.6,31.2,0.00907,2.883,0.3,Ram,4.6043,1.52735
0,93,134.1,25.2,0.00863,2.182,0.23,Ram,1.1662,0.54042
0,115,119.2,25.3,0.00869,18.084,2.969,Ram,3.8588,0.54486
1,128,122.4,28.3,0.00878,6.638,1.015,Ram,4.6011,0.02174
0,63,89.1,22.2,0.01315,21.335,2.977,Ram,1.5,0.9273
0,83,93.3,21,0.01155,5.685,0.964,Ram,1.8868,-0.5586
0,123,136.7,22.2,0.01254,10.535,1.32,Ram,0.6325,1.24905
0,114,115.8,26.5,0.0084,1.814,0.269,Ram,2.5495,-1.12469
0,83,92.9,25.5,0.0109,1.388,0.17,Ram,3.9408,-0.6232
1,68,79.3,18,0.0101,4.062,0.806,Ram,4.6065,0.47336
1,66,96.8,21.4,0.01014,3.339,0.502,Ram,6.2936,-1.26412
0,78,72.5,20.5,0.01263,14.676,3.825,Ram,6.3953,1.10016
0,96,86.2,23.1,0.00861,11.377,2.469,Ram,2.816,-1.28274
0,109,116,25.1,0.00649,1.8,0.254,Ram,4.6615,-0.39644
0,55,82.5,25.1,0.0092,1.934,0.381,Ram,4.826,0.10379
0,56,60.9,14.6,0.00777,8.655,2.876,Ram,5.3712,1.14879
1,74,59,13.6,0.00665,2.771,0.89,Ram,6.2201,1.49033
0,123,91.3,17.7,0.00583,8.499,1.773,Ram,2.4515,1.3654
0,96,91.2,20.5,0.0051,44.396,9.429,Ram,2.5495,0.8409
0,118,117.1,20.9,0.00441,13.233,1.91,Ram,2.4042,-0.29544
0,146,132.9,23.1,0.00593,4.057,0.434,Ram,5.14,0.9234
1,68,70.4,17.5,0.00776,3.339,0.863,Ram,4.111,0.32175
0,70,80.6,16.8,0.0082,5.832,1.326,Ram,3.8079,1.33219
0,61,80.5,20.9,0.00545,2.931,0.469,Ram,4.9649,0.32812
0,67,46.4,15.4,0.00706,3.905,1.145,Ram,4.272,0.35877
0,78,53.9,16,0.00685,6.591,1.944,Ram,5.1,-0.48996
1,87,110.9,17.3,0.00943,1.791,0.494,Pla,12.7914,-0.68573
1,108,127.3,15.3,0.00867,6.115,1.845,Pla,11.2379,-0.20612
0,91,119.2,12.8,0.0097,1.42,0.431,Pla,12.9066,-0.17916
0,98,114.5,14.3,0.00895,2.976,0.912,Pla,13.507,-0.47689
0,114,133.3,18.7,0.00906,3.48,0.927,Pla,11.8596,-0.42593
0,133,147.1,18.9,0.01171,8.173,1.896,Pla,7.7621,-0.2606
0,158,186.3,20.4,0.01033,3.747,0.597,Pla,4.669,0.7551
1,121,157.7,19.5,0.00965,0.617,0.116,Pla,4.6098,-1.50567
1,103,131.4,18.4,0.01156,0.798,0.188,Pla,4.5618,0.45384
0,126,131.7,18.7,0.01063,0.31,0.047,Pla,5.0774,1.01011
0,118,125.2,17.7,0.01349,0.902,0.171,Pla,11.2004,-0.65243
0,103,129.7,13.9,0.01379,0.408,0.083,Pla,4.4418,1.02652
0,78,133.7,10.4,0.01273,2.016,0.504,Pla,8.0505,-0.11203
0,104,104.8,13.2,0.00922,2.246,0.72,Pla,9.6747,0.12435
1,105,123.6,11.6,0.01462,1.395,0.323,Pla,3.8013,1.10715
0,80,100.4,19.8,0.00958,1.589,0.459,Pla,11.9854,-0.70863
0,125,127.4,18.7,0.01505,0.867,0.189,Pla,4.1231,0.68232
0,161,114.1,21.9,0.01365,1.197,0.299,Pla,6.7119,0.05963
0,130,121.3,21.3,0.01277,0.626,0.138,Pla,4.0311,0.80294
1,119,117.5,21.1,0.01109,0.681,0.15,Pla,4.5277,0.53284
1,129,131.3,22.1,0.00959,0.838,0.192,Pla,4.0162,0.32962
0,168,147.1,22.6,0.01256,0.356,0.062,Pla,2,0.9273
0,237,140,24,0.01047,1.029,0.203,Pla,3.8471,0.4869
0,146,160.2,24.5,0.01228,0.691,0.117,Pla,3.5114,1.22203
0,150,154.8,23.8,0.00937,0.65,0.121,Pla,3.3615,0.39708
0,119,132.4,23.4,0.00742,0.855,0.187,Pla,4.6325,0.57004
1,227,148.7,26.3,0.0151,1.085,0.182,Pla,6.0745,0.35299
1,172,143.8,25.1,0.01611,0.551,0.092,Pla,3.9825,1.07345
0,219,243,25.7,0.0126,6.201,0.719,Pla,6.8066,0.17723
0,142,152.1,25.8,0.00899,2.342,0.397,Pla,12.3847,-0.67096
0,157,236.9,24,0.0149,2.543,0.277,Pla,5.2479,1.03038
0,136,127.5,21.2,0.01367,0.451,0.058,Pla,5.1225,0.89606
0,113,117.4,21,0.009,0.697,0.158,Pla,18.4114,-0.83919
1,151,134.9,22.2,0.00747,5.036,1.12,Pla,8.3355,-0.52807
1,147,151,19.5,0.01163,2.727,0.589,Pla,5.9942,0.48603
0,128,129.3,18.9,0.01332,0.655,0.133,Pla,4.3105,1.50114
0,111,165,21.8,0.01273,6.699,1.376,Pla,8.2079,-0.38729
0,111,127.6,17.3,0.01857,0.523,0.098,Pla,6.8264,0.55549
0,100,106,20.8,0.00731,1.174,0.296,Pla,15.2201,-0.64087
0,133,108.9,19.6,0.01015,1.586,0.402,Pla,5.8052,0.83414
1,99,108.6,19.8,0.01269,4.202,1.133,Pla,9.9464,-0.22303
1,132,165.7,21.6,0.01227,1.808,0.317,Pla,4.9244,1.06173
0,128,129.8,22.6,0.01113,1.449,0.292,Pla,6.5,-1.17601
0,142,117.7,22.1,0.01245,0.627,0.149,Pla,5.3009,-1.55193
0,127,192.9,21.7,0.01641,5.103,0.767,Pla,7.3553,-0.12267
0,127,141.6,24.4,0.01125,5.597,1.148,Pla,8.86,-0.28605
0,169,157.8,25.3,0.01137,5.442,1.003,Pla,9.3536,-0.10712
1,102,92.3,20.9,0.01127,1.247,0.357,Pla,11.4739,-0.52996
0,124,197.7,16.3,0.01798,3.349,0.467,Pla,7.5584,-0.45181
0,106,153.6,20.6,0.01508,1.04,0.188,Pla,14.1485,-0.81539
0,134,128.7,24.3,0.01084,1.415,0.276,Pla,14.4402,-0.63796
0,151,166,22.3,0.01164,2.072,0.403,Pla,7.7885,0.27301
1,158,143.6,23.4,0.01166,0.732,0.114,Pla,6.8659,0.22025
1,126,168.9,22.8,0.01526,0.754,0.102,Pla,3.4986,1.03038
0,130,200.6,27.2,0.00931,7.455,1,Pla,7.8549,-0.54915
0,170,209,24.1,0.01575,5.133,0.689,Pla,5.2773,0.17138
0,83,84.8,23.1,0.0119,0.439,0.118,Pla,19.891,-0.83163
0,112,118.5,21.8,0.01016,0.756,0.161,Pla,16.9729,-0.76873
0,140,159.4,20.7,0.01715,0.98,0.163,Pla,4.9406,0.94349
1,121,100.4,21.6,0.01474,0.446,0.11,Pla,5.7567,1.27102
1,125,145.3,21.6,0.01571,1.267,0.228,Pla,4.3139,0.76901
0,182,190.4,19.6,0.02153,1.58,0.177,Pla,5.0567,0.42826
0,112,150.3,20.9,0.01644,4.819,0.918,Pla,7.5664,-0.13255
0,153,119.7,24.1,0.01074,1.375,0.293,Pla,6.0374,0.46365
1,150,109.1,25.4,0.01358,0.258,0.08,Pla,5.3852,1.02401
1,174,127.8,25.8,0.014,1.178,0.229,Pla,5.5154,0.39061
0,172,126.5,27.6,0.01133,0.955,0.185,Pla,5.5543,0.40726
0,166,157.2,27.5,0.01431,0.745,0.112,Pla,4.9244,1.06173
0,183,141.5,27.8,0.01136,1.182,0.206,Pla,7.3335,0.0956
0,157,146.6,27.5,0.01796,1.562,0.262,Pla,4.8877,0.53691
0,198,137.5,27,0.01589,0.667,0.118,Pla,4.7802,0.91893
1,184,121.4,27.3,0.01609,0.941,0.186,Pla,5.4424,0.35662
1,162,122.4,26.9,0.01288,0.467,0.088,Pla,6.8622,0.32636
0,164,168.4,27.6,0.01679,0.922,0.132,Pla,7.5505,0.19999
0,162,174.3,28.7,0.01697,1.147,0.159,Pla,5.9169,0.53172
0,175,161,27.6,0.01875,0.858,0.126,Pla,6.908,0.38588
0,228,166,27.3,0.01824,0.85,0.146,Pla,6.7067,0.04475
1,202,181.2,27,0.01685,2.572,0.357,Pla,6.2817,0.24112
1,146,135.1,24.8,0.01507,0.476,0.084,Pla,6.1008,1.5544
1,95,129,23.4,0.02076,0.319,0.052,Pla,5.9008,1.55385
0,115,112.5,24.1,0.01443,1.897,0.408,Pla,5.9808,0.35877
0,141,144.7,26.4,0.01739,3.525,0.611,Pla,10.1833,-0.12801
1,166,173.5,18.2,0.00655,0.328,0.001,Pla,5.7706,-1.0839
0,128,165,18.8,0.00526,1.58,0.242,Pla,7.4095,-1.01649
0,103,123.5,17.1,0.004,3.081,0.697,Pla,12.2037,-0.58118
1,106,151.3,14.7,0.00542,0.939,0.178,Pla,15.5878,-0.72185
0,114,144.5,15.9,0.00369,7.099,1.498,Pla,10.3788,-0.43779
0,113,166,14.4,0.0069,21.348,3.796,Pla,1.9647,0.25732
0,114,169.9,18.2,0.00423,6.401,1.093,Pla,5.5009,-0.01818
0,128,162.4,16.3,0.00602,1.465,0.247,Pla,11.8309,-0.39934
1,103,158.4,13.8,0.01039,4.17,0.796,Pla,7.7698,-0.55587
1,119,139.4,15,0.00607,2.189,0.487,Pla,7.642,0.10488
0,108,131.8,11.5,0.00856,0.959,0.199,Pla,3.8079,0.5224
0,101,143.8,12.4,0.00886,1.007,0.189,Pla,7.1694,-0.52607
0,96,131.9,11.8,0.00582,1.105,0.25,Pla,17.6867,-0.75341
0,134,178.4,18.5,0.00496,6.697,1.163,Pla,7.4108,-0.054
0,142,160.6,17.1,0.0062,0.608,0.101,Pla,5.9464,0.73782
1,125,148.5,17.2,0.00527,0.4,0.065,Pla,6.1074,1.52166
1,125,164.4,17,0.00597,1.821,0.326,Pla,7.7006,-0.65649
0,103,128.5,16.4,0.00548,0.947,0.204,Pla,16.8241,-0.69702
0,132,172.6,20.1,0.00784,6.421,1.162,Pla,7.3498,-0.26148
0,140,197.8,20.8,0.0107,1.733,0.24,Pla,4.9769,-1.1791
0,148,196,21.6,0.01077,1.912,0.249,Pla,3.8013,1.54449
0,174,175.6,21.7,0.00927,1.268,0.188,Pla,4.9031,-1.3654
1,183,186.2,20.8,0.00915,1.532,0.228,Pla,5.0695,0.25933
1,134,177.8,21.9,0.01017,1.152,0.176,Pla,4.0361,0.83798
0,109,157.3,23.9,0.01549,1.672,0.228,Pla,12.4403,-0.63707
0,135,178,21.2,0.01085,2.109,0.333,Pla,5.3226,-1.12395
0,150,200.1,18.9,0.01176,0.999,0.119,Pla,2.4,0
0,152,184.6,18.2,0.01271,0.784,0.098,Pla,2.9833,0.88035
0,146,211.4,21.8,0.01076,1.574,0.189,Pla,3.8601,-0.63832
1,125,183.7,22.4,0.00451,3.402,0.542,Pla,10.7005,-0.65285
1,106,127,21.7,0.00384,1.233,0.27,Pla,14.7922,-0.74236
0,73,126.1,21.5,0.00563,0.868,0.19,Pla,16.4268,-0.83708
0,112,134.8,14.6,0.00697,1.123,0.261,Pla,5.5866,0.77274
0,141,198.4,15.8,0.00667,2.633,0.408,Pla,7.0178,0.57219
0,130,143.2,14.5,0.00615,1.114,0.243,Pla,6.6483,0.36933
1,101,158.8,15.2,0.00808,0.716,0.137,Pla,6.5765,0.79615
1,110,159.2,16.2,0.00693,0.357,0.062,Pla,6.8154,-1.3187
0,117,160.3,18.6,0.00866,1.532,0.257,Pla,8.3487,-0.81928
0,123,202,21.7,0.00779,3.989,0.557,Pla,8.5913,-0.69474
0,142,179.4,22.8,0.00847,2.518,0.384,Pla,7.0456,0.60375
0,164,252.1,23,0.0098,2.234,0.231,Pla,4.9649,0.48166
1,155,195.9,23.6,0.0098,1.723,0.227,Pla,4.5222,0.31476
0,129,197.4,24,0.01267,0.54,0.063,Pla,1.0817,-0.98279
0,125,195.7,24.1,0.01168,1.213,0.161,Pla,3.4409,0.95055
0,133,197.4,23.2,0.0139,1.179,0.133,Pla,2.4042,-1.27536
0,116,180.8,23.3,0.01097,1.227,0.184,Pla,3.6797,0.74696
0,105,167.7,22.8,0.01103,0.414,0.059,Pla,5.728,1.2877
1,112,164.1,23.3,0.00947,0.419,0.064,Pla,5.1865,0.97745
1,104,172.8,25,0.00876,0.628,0.089,Pla,4.7707,0.99442
0,114,146.7,25.9,0.00813,0.672,0.133,Pla,5.794,0.37089
0,165,145.4,26,0.00867,0.561,0.096,Pla,6.0959,0.71574
0,76,156.5,22.6,0.01206,1.458,0.248,Pla,5.3852,0.54679
0,125,117.3,21.6,0.00953,1.468,0.322,Pla,11.8714,-0.10973
0,95,98.2,21.1,0.00506,0.709,0.187,Pla,19.3349,-0.88798
1,137,126.6,22.8,0.00623,0.992,0.198,Pla,5.5902,0.74744
1,105,191.3,23.7,0.01076,2.188,0.287,Pla,3.9962,1.0175
0,78,150.9,20.1,0.01262,1.139,0.177,Pla,4.3417,0.50486
0,66,116.2,20.9,0.00968,1.526,0.329,Pla,12.054,-0.24297
0,92,153.1,21.4,0.00648,3.069,0.563,Pla,12.1314,-0.5079
1,114,166.7,19.6,0.00675,2.444,0.404,Pla,12.0304,-0.45621
1,65,170.5,20.6,0.00826,1.573,0.229,Pla,4.9769,-0.3917
0,141,193.8,23.6,0.00802,1.913,0.259,Pla,3.9205,0.65881
0,169,205.4,22.4,0.00774,2.084,0.271,Pla,6.9721,0.14393
0,143,189.7,21,0.01334,0.634,0.078,Pla,3.1401,0.64987
1,132,182.9,21.9,0.00916,0.913,0.127,Pla,5.5973,0.72219
0,144,171.6,22.4,0.00886,0.43,0.064,Pla,5.728,0.77305
1,125,180.2,24.4,0.00991,0.536,0.072,Pla,5.6859,0.97304
1,142,284.7,28.5,0.00729,2.282,0.194,Pla,4.14,0.64833
0,104,206.4,20.6,0.01183,1.639,0.212,Pla,3.1953,0.35144
0,84,127.1,22.2,0.0085,2.057,0.401,Pla,14.0417,-0.65917
0,118,118.2,25.8,0.00383,1.772,0.367,Pla,16.2373,-0.7113
0,84,108.8,26.4,0.00615,0.778,0.174,Pla,17.0294,-0.86854
0,129,132.1,25.5,0.00352,1.425,0.276,Pla,14.9241,-0.76171
1,113,208.9,22.2,0.00731,5.804,0.812,Pla,9.0139,-0.0555
1,79,168.8,22.4,0.00954,0.427,0.056,Pla,5.3254,0.97238
0,102,161.3,22.7,0.01198,0.625,0.101,Pla,5.3235,1.47674
0,104,163.3,24.1,0.00927,0.28,0.084,Pla,4.3012,0.95055
0,117,162.9,25,0.00982,0.894,0.133,Pla,6.1847,-1.17227
0,117,165.3,25.7,0.00985,1.235,0.18,Pla,7.0328,-1.04989
0,110,179.1,25.3,0.01206,2.3,0.32,Pla,7.1694,-1.04473
1,114,160.5,24.9,0.0077,3.407,0.542,Pla,10.4652,-0.4551
1,111,137.1,22.2,0.00473,3.801,0.743,Pla,11.8119,-0.49394
0,103,180.7,24.6,0.00605,4.663,0.673,Pla,7.3348,0.19205
0,107,173.8,20.2,0.01053,1.557,0.195,Pla,5.0448,0.24017
0,105,142.3,22.7,0.00795,1.04,0.18,Pla,17.3234,-0.87532
0,106,138.4,22.8,0.00491,1.048,0.19,Pla,17.6011,-0.93866
0,128,122.7,25.8,0.00465,3.337,0.667,Pla,7.8,-0.39479
1,93,120,25.9,0.00508,0.691,0.145,Pla,16.7108,-0.89138
1,77,91.3,22.6,0.00646,0.627,0.163,Pla,19.1024,-0.91159
0,104,146,19.1,0.01101,1.152,0.207,Pla,6.456,1.28824
0,112,130.5,19.8,0.00735,0.598,0.117,Pla,6.5924,1.40315
0,121,200.2,18.3,0.01275,1.159,0.154,Pla,4.1183,-0.5071
0,105,123,24.7,0.00461,0.928,0.187,Pla,13.1522,-0.7854
1,96,106.2,23.9,0.00573,1.745,0.395,Pla,12.567,-0.47076
1,94,107.1,22.8,0.00705,1.837,0.414,Pla,11.5447,-0.24498
0,98,139.9,21.6,0.00551,0.754,0.131,Pla,5.7079,-1.51821
0,111,152.3,21.9,0.01036,4.564,0.744,Pla,7.506,-0.03998
1,73,123.5,18.6,0.00624,4.207,0.937,Pla,8,0
1,78,159.1,16.1,0.0084,2.913,0.442,Pla,6.382,-0.61843
0,83,145.3,19.5,0.00881,0.911,0.151,Pla,17.3658,-0.85467
0,73,119.2,21.8,0.00455,0.663,0.139,Pla,16.1276,-0.75909
0,115,174.6,20.3,0.00928,3.168,0.441,Pla,5.5362,0.35031
0,100,119.8,19.4,0.00676,0.657,0.13,Pla,6.5,0.39479
0,89,149.4,22.6,0.00801,5.316,0.801,Pla,7.931,-0.40158
1,70,148,18.8,0.00914,4.143,0.529,Pla,3.0017,0.03332
1,104,123,18.1,0.01358,0.71,0.131,Pla,2.4739,-0.24498
0,122,208.4,21.2,0.01111,3.13,0.344,Pla,3.0265,0.13255
0,119,208.3,22.6,0.01095,2.673,0.284,Pla,3.4785,1.24905
0,110,159.9,22.9,0.00687,1.978,0.298,Pla,4.5277,0.53284
0,94,131.2,20.8,0.00989,0.558,0.093,Pla,5.3759,0.75909
0,104,195.2,23.7,0.00965,1.6,0.184,Pla,3.759,0.49935
1,100,175.6,23.7,0.00949,1.447,0.18,Pla,4.9031,0.2054
1,90,140.5,22.3,0.00821,0.415,0.062,Pla,4.982,0.89919
0,89,162.6,19.2,0.00955,1.674,0.203,Pla,16.6652,-0.32365
0,77,103.7,17.1,0.0126,0.73,0.153,Pla,16.676,-0.28571
0,68,106.7,16.6,0.01243,0.915,0.165,Pla,17.2308,-0.42471
0,65,123,16.3,0.01161,0.756,0.16,Pla,3.7947,0.32175
1,77,130.3,17.3,0.01306,0.814,0.124,Pla,5.7706,-1.41419
0,74,124.1,17.8,0.00763,6.437,1.321,Pla,7.1063,-0.68573
0,80,134.5,16.3,0.01075,1.477,0.239,Pla,3.6056,1.2315
0,93,177.3,20.4,0.00928,5.375,0.684,Pla,5.9908,-0.58337
0,116,233.6,22.1,0.01048,4.843,0.431,Pla,4.8052,-0.20964
0,60,162.5,15.8,0.00789,3.166,0.411,Pla,2.7203,-0.6288
0,74,198.4,16.2,0.00811,8.349,0.942,Pla,4.0311,0.12435
0,121,191.7,16.4,0.00722,2.101,0.199,Pla,3.8,0
1,93,221.2,16.7,0.00919,2.29,0.202,Pla,2.3022,0.04345
