"valence" "year" "acousticness" "danceability" "duration" "energy" "instrumentalness" "key" "liveness" "loudness" "mode" "popularity" "speechiness" "tempo" "pop.class"
"51034" 0.496 1989 0.262 0.801 191907 0.714 1.52e-06 "Gb" 0.681 -10.649 1 42 0.381 120.83 "B"
"119564" 0.756 1993 2e-04 0.346 174760 0.884 0 "C" 0.104 -6.855 1 38 0.0451 132.394 "C"
"85118" 0.606 1984 0.00133 0.252 56160 0.947 0.0396 "D" 0.057 -6.665 1 35 0.168 186.021 "C"
"156292" 0.566 1948 0.981 0.617 199893 0.279 1.41e-05 "A" 0.247 -12.283 1 0 0.041 80.432 "D"
"156169" 0.68 1948 0.992 0.324 182853 0.222 0.347 "A" 0.13 -11.951 0 0 0.0342 144.566 "D"
"90316" 0.759 2010 0.0162 0.623 178067 0.864 2.29e-06 "A" 0.242 -5.541 0 47 0.052 106.009 "B"
"124834" 0.53 2020 0.00607 0.711 224770 0.838 0 "B" 0.0898 -3.553 0 67 0.122 80.024 "A"
"80780" 0.0462 1962 0.942 0.186 394333 0.17 0.91 "Db" 0.0669 -14.625 1 20 0.0329 86.587 "D"
"70791" 0.649 1998 0.124 0.654 257333 0.817 1.18e-05 "C" 0.156 -5.898 1 43 0.153 90.063 "B"
"105555" 0.381 2004 0.0794 0.457 238787 0.644 1.1e-06 "A" 0.0796 -5.317 1 44 0.0253 172.232 "B"
"45934" 0.827 1963 0.798 0.483 389493 0.556 0.00259 "Ab" 0.882 -13.973 0 27 0.0998 126.294 "C"
"115457" 0.76 1973 0.651 0.556 164347 0.379 3.24e-06 "Eb" 0.668 -15.324 1 41 0.0326 110.766 "B"
"165585" 0.43 1995 0.141 0.421 145787 0.207 0.00964 "G" 0.293 -17.967 1 32 0.031 136.859 "C"
"117083" 0.801 1981 0.0195 0.882 305853 0.606 0.00782 "F" 0.13 -6.289 0 29 0.0714 114.721 "C"
"124380" 0.591 2018 0.0152 0.676 222652 0.815 4.41e-06 "Db" 0.107 -3.427 1 61 0.278 162.054 "A"
"10160" 0.456 1972 0.721 0.367 205907 0.465 0.000307 "B" 0.582 -9.547 1 49 0.0357 140.397 "B"
"26417" 0.942 1959 0.909 0.579 130373 0.583 0 "D" 0.118 -8.087 0 33 0.0525 131.454 "C"
"102652" 0.611 1989 0.0165 0.88 247400 0.37 0.0406 "D" 0.512 -10.425 0 36 0.19 124.799 "C"
"54944" 0.682 2008 0.0169 0.596 265240 0.83 2.57e-05 "Gb" 0.585 -7.739 0 50 0.0863 94.199 "B"
"155736" 0.875 1930 0.977 0.561 195200 0.425 0.000111 "G" 0.242 -6.644 1 0 0.0488 114.822 "D"
"33721" 0.742 1996 0.0302 0.438 186467 0.576 1.09e-05 "A" 0.0988 -8.727 1 54 0.032 165.277 "B"
"117162" 0.762 1981 0.0709 0.36 426733 0.868 0.000909 "A" 0.233 -9.085 1 32 0.041 148.547 "C"
"161076" 0.751 1972 0.691 0.311 151640 0.367 1.84e-05 "F" 0.393 -13.498 1 18 0.0307 205.592 "D"
"34427" 0.956 1999 0.183 0.707 185307 0.787 0 "E" 0.136 -12.579 1 51 0.196 180.857 "B"
"7954" 0.521 1961 0.929 0.446 142400 0.184 1.23e-05 "Eb" 0.113 -17.153 1 38 0.0313 93.568 "C"
"83776" 0.974 1977 0.123 0.69 268867 0.517 9.26e-06 "E" 0.176 -15.223 1 28 0.0444 140.226 "C"
"22875" 0.436 1940 0.652 0.718 118424 0.0942 0 "B" 0.285 -20.574 0 0 0.958 129.747 "D"
"158668" 0.0403 1960 0.994 0.228 282093 0.0165 0.873 "Ab" 0.115 -32.027 1 10 0.0408 71.687 "D"
"71852" 0.411 2004 0.000722 0.296 558520 0.929 5.83e-06 "A" 0.349 -3.068 1 54 0.0751 123.709 "B"
"129387" 0.633 1963 0.885 0.555 88787 0.0565 0 "D" 0.167 -19.073 1 18 0.0513 101.652 "D"
"86891" 0.342 1993 0.000112 0.331 158360 0.965 9.85e-05 "Eb" 0.312 -2.918 1 49 0.143 176.988 "B"
"49612" 0.435 1982 0.843 0.473 234773 0.332 0 "Bb" 0.0853 -12.51 1 51 0.0426 121.326 "B"
"43966" 0.0307 1953 0.971 0.197 130067 0.108 0.0397 "C" 0.158 -19.688 1 4 0.0396 83.961 "D"
"39772" 0.938 1932 0.992 0.784 159800 0.261 0.0137 "F" 0.117 -16.123 1 0 0.408 121.258 "D"
"155917" 0.264 1940 0.981 0.525 411960 0.239 0.897 "C" 0.0506 -16.407 1 0 0.0412 115.559 "D"
"130945" 0.393 1970 0.611 0.237 414573 0.299 0.00384 "C" 0.17 -17.304 1 21 0.031 174.901 "C"
"41207" 0.387 1940 0.996 0.435 182805 0.0445 0.699 "Db" 0.257 -19.426 1 0 0.0351 75.456 "D"
"149225" 0.707 1988 0.83 0.51 375173 0.398 0.14 "Ab" 0.149 -12.411 1 32 0.0718 181.695 "C"
"35201" 0.488 2003 0.894 0.607 227613 0.188 1.74e-06 "G" 0.109 -15.084 1 68 0.0326 135.898 "A"
"62755" 0.171 1958 0.737 0.563 223187 0.123 0.877 "Ab" 0.697 -27.435 1 17 0.0561 81.577 "D"
"138584" 0.55 2009 0.406 0.622 216667 0.526 0 "Gb" 0.115 -7.887 1 54 0.0531 81.97 "B"
"158416" 0.144 1959 0.981 0.268 256307 0.26 1.34e-06 "C" 0.591 -13.773 1 7 0.0503 166.88 "D"
"75000" 0.76 2019 0.0546 0.938 141040 0.559 0 "Bb" 0.157 -6.734 1 65 0.312 119.901 "A"
"31163" 0.607 1983 0.0317 0.878 325133 0.951 0.544 "G" 0.0614 -5.077 1 50 0.069 111.334 "B"
"35703" 0.198 2005 0.57 0.693 228973 0.343 5.3e-06 "A" 0.0973 -12.586 1 57 0.0629 124.401 "B"
"80197" 0.955 1959 0.349 0.6 130227 0.507 0.247 "C" 0.0901 -9.381 1 16 0.0687 108.488 "D"
"31439" 0.712 1984 0.0699 0.863 251067 0.433 0 "C" 0.0553 -11.1 1 53 0.0383 97.067 "B"
"65640" 0.342 1973 0.862 0.316 237893 0.135 0 "D" 0.098 -15.419 1 45 0.0354 144.381 "B"
"118245" 0.763 1987 0.432 0.792 230733 0.36 0 "Db" 0.048 -15.069 1 29 0.0301 98.144 "C"
"82599" 0.716 1971 0.494 0.436 267200 0.567 5.93e-05 "Db" 0.622 -10.469 0 28 0.0553 141.489 "C"
"145126" 0.287 1967 0.277 0.432 259680 0.485 0.755 "A" 0.184 -8.438 0 18 0.0287 113.878 "D"
"93402" 0.487 1940 0.994 0.393 189067 0.256 0.8 "Bb" 0.108 -12.278 0 0 0.0462 135.007 "D"
"66052" 0.773 1975 0.321 0.455 446000 0.896 0.499 "D" 0.369 -11.361 1 38 0.0469 117.623 "C"
"4797" 0.14 1945 0.975 0.376 190373 0.119 0.0343 "F" 0.366 -13.364 1 3 0.0346 80.452 "D"
"62182" 0.683 1955 0.79 0.559 354907 0.405 5.13e-05 "C" 0.889 -12.598 1 8 0.0351 112.019 "D"
"17647" 0.199 2010 0.455 0.667 273893 0.381 0 "Eb" 0.116 -7.494 1 68 0.0294 135.975 "A"
"52142" 0.972 1994 0.77 0.835 149800 0.405 0 "Db" 0.394 -11.953 1 46 0.0355 96.621 "B"
"16844" 0.592 2006 0.0247 0.661 204960 0.978 0 "Db" 0.0856 -3.064 0 68 0.107 98.019 "A"
"125906" 0.271 1945 0.965 0.386 116467 0.164 0 "Gb" 0.226 -13.539 1 1 0.0455 79.293 "D"
"49446" 0.422 1981 0.223 0.597 232800 0.756 0.0393 "E" 0.306 -7.071 1 42 0.0409 110.603 "B"
"111263" 0 1952 0.297 0 14960 0.774 2.22e-05 "Ab" 0.218 -11.73 1 0 0 0 "D"
"155797" 0.74 1940 0.954 0.415 205787 0.512 0.146 "Gb" 0.193 -9.566 0 0 0.0504 119.589 "D"
"71572" 0.738 2002 0.617 0.725 230693 0.664 0 "Db" 0.347 -5.596 1 46 0.107 154.16 "B"
"80679" 0.853 1961 0.77 0.528 127027 0.536 0.503 "F" 0.146 -10.376 1 12 0.0275 103.053 "D"
"119191" 0.685 1991 0.0136 0.632 319000 0.633 0.0523 "Gb" 0.0824 -10.646 0 33 0.0258 121.192 "C"
"162963" 0.962 1982 0.543 0.619 285040 0.674 0.000549 "C" 0.115 -8.629 1 21 0.071 95.637 "C"
"168310" 0.395 2009 0.0887 0.619 269920 0.701 1.04e-06 "Bb" 0.092 -5.554 1 40 0.0314 104.53 "C"
"4611" 0.145 1945 0.981 0.495 167907 0.0209 1.13e-06 "Eb" 0.0753 -21.329 1 61 0.0348 62.588 "A"
"124254" 0.347 2017 0.934 0.762 168206 0.468 0.102 "Bb" 0.115 -7.969 1 59 0.0464 119.88 "B"
"44486" 0.181 1956 0.742 0.179 219627 0.19 9.99e-06 "C" 0.0856 -12.866 1 21 0.0359 60.471 "C"
"117190" 0.0649 1981 0.031 0.16 209827 0.932 0 "B" 0.108 -4.154 1 25 0.0614 154.542 "C"
"123488" 0.435 2013 4.73e-06 0.397 214560 0.978 0.591 "G" 0.321 -5.565 1 48 0.0514 107.703 "B"
"170049" 0.202 2017 0.895 0.775 177046 0.294 0.0017 "Gb" 0.0637 -9 0 61 0.0749 141.015 "A"
"164767" 0.645 1991 0.105 0.902 254960 0.68 1.36e-06 "G" 0.142 -11.895 1 29 0.399 108.39 "C"
"112394" 0.968 1957 0.808 0.551 169293 0.345 1.28e-06 "C" 0.0915 -11.265 0 24 0.0496 168.801 "C"
"98503" 0.695 1969 0.107 0.676 151307 0.481 0.854 "C" 0.129 -12.142 1 28 0.0357 120.387 "C"
"114246" 0.735 1967 0.551 0.711 148187 0.563 1.37e-06 "A" 0.203 -8.048 1 25 0.0368 107.303 "C"
"28916" 0.407 1971 0.936 0.568 166175 0.042 0.832 "G" 0.104 -27.914 0 42 0.0384 119.051 "B"
"109893" 0.599 1945 0.236 0.637 99800 0.151 0 "Db" 0.0823 -20.952 0 0 0.925 83.869 "D"
"30397" 0.755 1979 0.716 0.751 145880 0.287 0.0427 "G" 0.0707 -14.501 1 48 0.0573 147.438 "B"
"119663" 0.38 1994 0.133 0.453 183373 0.701 0 "E" 0.0865 -7.698 0 47 0.0424 93.575 "B"
"48512" 0.939 1976 0.422 0.742 296973 0.53 0.0269 "D" 0.0707 -16.476 0 38 0.0469 117.546 "C"
"127135" 0.395 1951 0.781 0.498 186387 0.0207 0 "Gb" 0.679 -27.026 1 0 0.0938 145.021 "D"
"132632" 0.903 1979 0.166 0.468 163467 0.508 0.82 "A" 0.131 -10.882 1 25 0.0352 134.937 "C"
"66343" 0.308 1976 0.874 0.171 101467 0.0675 0.0969 "D" 0.109 -15.66 0 38 0.0448 113.276 "C"
"114441" 0.195 1968 0.86 0.462 149427 0.146 0.000265 "C" 0.124 -11.843 1 21 0.0286 82.933 "C"
"4194" 0.0374 1942 0.994 0.335 272813 0.0223 0.917 "Gb" 0.0912 -25.67 1 0 0.0359 133.709 "D"
"41487" 0.366 1941 0.564 0.298 202613 0.33 0.00583 "Db" 0.702 -12.386 1 0 0.0524 144.708 "D"
"167079" 0.678 2003 1.44e-05 0.256 216800 0.962 0 "Ab" 0.039 -3.964 1 40 0.0862 179.621 "C"
"129078" 0.964 1961 0.699 0.677 108947 0.709 0.0035 "C" 0.104 -6.312 1 8 0.0509 176.507 "D"
"50397" 0.276 1985 0.000412 0.482 229333 0.81 0.000121 "A" 0.0911 -5.334 1 37 0.0487 130.006 "C"
"59574" 0.119 1941 0.996 0.467 140613 0.00533 0.934 "E" 0.0978 -28.627 0 0 0.0482 76.584 "D"
"152875" 0.961 2006 0.769 0.609 268907 0.436 2.07e-06 "G" 0.127 -6.584 1 43 0.0672 107.536 "B"
"122153" 0.592 2006 0.000284 0.394 237733 0.878 0 "D" 0.0583 -3.418 1 46 0.0696 176.173 "B"
"25220" 0.399 1952 0.989 0.606 209773 0.0275 0.941 "Eb" 0.143 -24.982 1 5 0.0416 75.607 "D"
"8175" 0.877 1962 0.753 0.464 140667 0.727 0 "Bb" 0.403 -8.32 1 39 0.0561 136.131 "C"
"59597" 0.432 1942 0.233 0.393 211017 0.223 0.333 "Eb" 0.115 -15.969 1 0 0.0279 89.91 "D"
"29875" 0.664 1976 0.336 0.449 192840 0.689 3.68e-06 "D" 0.119 -6.686 1 47 0.0341 146.741 "B"
"132770" 0.166 1980 0.00195 0.281 137587 0.975 0.0565 "B" 0.748 -6.275 0 27 0.387 174.355 "C"
"119386" 0.706 1992 0.0505 0.655 239987 0.785 0.0168 "F" 0.0603 -6.962 1 51 0.0302 119.852 "B"
"157744" 0.312 1955 0.875 0.532 149785 0.168 0 "Bb" 0.327 -11.278 1 2 0.029 81.883 "D"
"124649" 0.0156 2019 0.123 0.205 170464 0.00749 0.972 "Db" 0.462 -22.829 1 66 0.171 108.159 "A"
"161678" 0.734 1975 0.129 0.619 213666 0.895 0.024 "Ab" 0.0996 -6.369 1 31 0.0405 127.344 "C"
"21716" 0.75 1934 0.931 0.657 176200 0.306 0 "C" 0.164 -11.426 1 0 0.246 93.775 "D"
"85414" 0.961 1985 0.104 0.71 171160 0.924 0.00563 "Gb" 0.117 -6.442 1 32 0.0345 119.309 "C"
"123882" 0.513 2015 0.171 0.639 195997 0.789 0 "E" 0.676 -4.324 0 51 0.0575 97.963 "B"
"1512" 0.701 1929 0.992 0.384 150400 0.234 0.797 "Ab" 0.111 -24.497 1 0 0.0912 83.674 "D"
"2857" 0.305 1936 0.804 0.447 194667 0.29 5.54e-05 "C" 0.101 -16.527 1 13 0.0607 132.881 "D"
"35414" 0.426 2004 0.331 0.724 213573 0.32 0 "Ab" 0.0725 -9.727 1 66 0.0627 134.048 "A"
"7895" 0.94 1961 0.577 0.51 130500 0.796 0.0223 "Db" 0.056 -8.226 1 46 0.0693 181.225 "B"
"166266" 0.752 1998 0.00316 0.365 174373 0.939 0 "C" 0.0309 -4.555 1 36 0.112 126.777 "C"
"44990" 0.639 1958 0.772 0.577 154573 0.251 0 "E" 0.113 -12.653 1 17 0.0439 171.97 "D"
"165198" 0.235 1993 0.415 0.559 247040 0.517 0 "G" 0.122 -10.898 1 51 0.0305 139.907 "B"
"98289" 0.29 1968 0.619 0.288 190733 0.248 0.409 "Ab" 0.116 -13.296 1 26 0.0309 101.062 "C"
"106720" 0.669 2010 0.572 0.424 202160 0.799 0 "F" 0.12 -6.515 1 57 0.196 171.929 "B"
"129780" 0.512 1965 0.677 0.508 168640 0.212 7.33e-06 "C" 0.106 -13.483 1 21 0.0322 145.505 "C"
"132328" 0.46 1977 0.000411 0.332 292200 0.752 0.00362 "G" 0.841 -11.721 1 26 0.0351 140.937 "C"
"131499" 0.836 1973 0.21 0.59 320733 0.706 0 "B" 0.0877 -9.878 0 28 0.0724 145.045 "C"
"69014" 0.962 1989 0.442 0.469 131493 0.517 0 "E" 0.389 -14.127 1 36 0.038 136.153 "C"
"63575" 0.0758 1962 0.946 0.143 215173 0.155 0.907 "Ab" 0.179 -18.096 1 17 0.0364 83.553 "D"
"92790" 0.587 1930 0.847 0.348 192733 0.618 0.000518 "C" 0.166 -4.499 1 0 0.0393 115.627 "D"
"50218" 0.918 1985 0.287 0.875 389773 0.622 0.000798 "Gb" 0.175 -10.22 0 45 0.0298 114.958 "B"
"121078" 0.679 2001 0.253 0.635 231587 0.661 7.11e-06 "D" 0.223 -6.406 1 44 0.0288 82.09 "B"
"101651" 0.707 1984 0.199 0.775 228573 0.594 0.00627 "D" 0.396 -13.179 0 31 0.0483 128.037 "C"
"80217" 0.683 1959 0.967 0.642 102840 0.215 0 "F" 0.0929 -13.375 1 13 0.316 98.521 "D"
"16285" 0.814 2003 0.237 0.537 250627 0.699 2.27e-05 "Bb" 0.114 -6.615 1 60 0.0399 84.905 "B"
"9548" 0.406 1969 0.0617 0.401 334555 0.893 0.0391 "A" 0.164 -11.171 1 50 0.437 87.979 "B"
"68156" 0.785 1985 0.876 0.631 299107 0.515 0 "E" 0.154 -10.344 1 31 0.351 72.988 "C"
"89106" 0.586 2004 0.12 0.956 216507 0.379 0.000185 "C" 0.0964 -9.767 0 44 0.0372 112.135 "B"
"17951" 0.372 2011 0.518 0.621 206787 0.512 0 "Bb" 0.328 -8.577 1 67 0.03 99.887 "A"
"59483" 0.29 1941 0.995 0.403 176196 0.16 0.798 "F" 0.14 -13.407 1 0 0.099 66.881 "D"
"105857" 0.753 2005 2.55e-05 0.446 173160 0.933 9.67e-05 "A" 0.085 -3.605 0 50 0.0537 159.961 "B"
"27654" 0.725 1965 0.451 0.444 201667 0.205 0.812 "Bb" 0.0837 -16.059 1 33 0.0287 92.364 "C"
"109421" 0.0862 1935 0.984 0.259 193358 0.221 9.68e-05 "Eb" 0.198 -14.721 0 0 0.0597 173.856 "D"
"55077" 0.743 2009 0.00687 0.663 293787 0.831 0.733 "D" 0.0271 -6.542 1 57 0.0326 96.666 "B"
"70394" 0.839 1996 0.565 0.387 285093 0.972 4.83e-06 "G" 0.0921 -2.84 0 52 0.101 192.392 "B"
"118759" 0.256 1989 0.92 0.45 280358 0.0452 3.37e-05 "Eb" 0.696 -22.419 1 31 0.0444 106.891 "C"
"104343" 0.955 1998 0.0172 0.759 215907 0.444 0.169 "F" 0.0669 -13.372 0 41 0.033 119.074 "B"
"5550" 0.797 1949 0.874 0.564 149133 0.293 0 "C" 0.195 -10.31 1 15 0.0301 79.662 "D"
"87543" 0.779 1996 0.851 0.801 177613 0.374 0 "A" 0.199 -12.16 1 39 0.141 112.578 "C"
"44680" 0.293 1957 0.579 0.521 170800 0.369 9.85e-05 "D" 0.265 -8.364 1 27 0.0694 81.219 "C"
"139595" 0.237 2014 0.877 0.28 274227 0.317 0.00714 "G" 0.108 -12.433 0 54 0.0468 186.644 "B"
"18687" 0.755 2015 0.0151 0.752 206880 0.754 0 "Db" 0.0486 -6.684 1 73 0.0615 149.789 "A"
"12405" 0.304 1983 0.85 0.34 221493 0.274 0 "Ab" 0.244 -10.67 1 55 0.0301 139.044 "B"
"166945" 0.977 2002 0.464 0.81 195307 0.862 0 "A" 0.122 -4.217 1 38 0.0316 100.623 "C"
"29834" 0.365 1976 0.0243 0.463 272293 0.396 7.23e-05 "G" 0.173 -10.128 1 42 0.0304 80.753 "B"
"34645" 0.0473 2000 0.929 0.229 148573 0.177 0.564 "Db" 0.111 -15.35 1 57 0.0437 137.847 "B"
"75800" 0.411 1930 0.833 0.614 233493 0.426 1.94e-05 "C" 0.152 -7.953 1 0 0.0279 122.32 "D"
"104684" 0.364 2000 0.000568 0.477 239067 0.929 0.672 "F" 0.0897 -5.623 1 45 0.0581 153.98 "B"
"126895" 0.47 1950 0.531 0.752 104700 0.292 0 "D" 0.134 -16.883 0 0 0.748 82.06 "D"
"54822" 0.671 2008 0.0769 0.846 227120 0.814 0 "Db" 0.0588 -4.945 1 53 0.353 75.01 "B"
"113745" 0.559 1964 0.978 0.486 186133 0.256 0 "G" 0.735 -11.093 1 22 0.0389 135.225 "C"
"137170" 0.724 2002 0.00549 0.454 298573 0.96 0 "A" 0.633 -5.357 1 41 0.072 178.963 "B"
"119928" 0.603 1995 0.707 0.598 177507 0.16 0 "Db" 0.213 -14.021 1 35 0.036 82.41 "C"
"35052" 0.519 2002 0.139 0.672 252107 0.94 1.75e-06 "Db" 0.391 -3.914 0 50 0.142 145.976 "B"
"57532" 0 1926 0.96 0.71 33657 0.00974 0.94 "G" 0.1 -36.228 1 0 0.383 124.362 "D"
"81955" 0.663 1968 0.747 0.536 289733 0.434 0.575 "Bb" 0.117 -16.658 1 25 0.0278 97.218 "C"
"92715" 0.447 1928 0.993 0.466 204000 0.161 0.764 "Gb" 0.118 -13.007 0 0 0.0576 75.24 "D"
"15185" 0.32 1997 0.0091 0.679 334800 0.822 0.871 "A" 0.0388 -6.117 1 67 0.0498 130.036 "A"
"49692" 0.741 1982 0.527 0.632 220067 0.376 5.11e-05 "E" 0.102 -11.302 0 47 0.044 95.231 "B"
"22032" 0.207 1936 0.965 0.193 185440 0.154 0.00117 "Ab" 0.379 -14.651 1 5 0.042 190.554 "D"
"125599" 0.831 1942 0.0216 0.887 160758 0.42 0.884 "F" 0.0785 -17.931 1 0 0.0542 125.803 "D"
"55491" 0.308 2011 0.769 0.565 233080 0.55 0 "G" 0.191 -5.81 1 52 0.0301 139.973 "B"
"146589" 0.353 1974 0.609 0.385 196627 0.21 6.93e-06 "G" 0.0747 -14.123 1 18 0.0304 73.447 "D"
"134495" 0.226 1988 0.555 0.629 297040 0.236 0.000114 "C" 0.0645 -17.968 1 27 0.0322 110.554 "C"
"800" 0.52 1925 0.995 0.381 196827 0.075 0.917 "G" 0.143 -25.665 1 0 0.0586 82.714 "D"
"47627" 0.288 1972 0.903 0.315 169560 0.37 1.25e-06 "Eb" 0.616 -8.653 1 43 0.0277 85.634 "B"
"105413" 0.432 2003 3.88e-06 0.479 224960 0.944 0.869 "B" 0.295 -4.164 1 44 0.105 144.573 "B"
"59566" 0.0645 1941 0.945 0.309 254720 0.0267 5.58e-05 "B" 0.261 -26.388 1 4 0.0565 70.201 "D"
"148452" 0.643 1984 0.719 0.489 170093 0.533 0 "A" 0.456 -11.585 1 24 0.0364 157.745 "C"
"63563" 0.327 1962 0.562 0.536 155027 0.374 9.7e-05 "E" 0.324 -13.457 1 20 0.0345 107.489 "D"
"80427" 0.894 1960 0.598 0.643 160200 0.452 0 "Eb" 0.103 -10.339 1 22 0.0302 121.036 "C"
"30487" 0.552 1979 0.79 0.41 175293 0.485 0 "G" 0.156 -10.448 1 55 0.049 140.893 "B"
"78218" 0.346 1949 0.975 0.382 420702 0.264 0.914 "Gb" 0.137 -17.336 1 2 0.0465 99.095 "D"
"152710" 0.545 2005 0.000721 0.501 166240 0.975 0 "Gb" 0.251 -3.722 1 44 0.0722 112.034 "B"
"168565" 0.638 2010 0.126 0.772 197413 0.794 0.000547 "A" 0.322 -9.208 0 61 0.0632 116.959 "A"
"74757" 0.0998 2018 0.768 0.622 237093 0.229 0.00906 "Db" 0.134 -11.322 1 66 0.0445 81.87 "A"
"95679" 0.908 1955 0.517 0.713 143427 0.779 0.000319 "Bb" 0.193 -4.72 1 4 0.135 106.893 "D"
"102826" 0.324 1990 0.000164 0.38 341840 0.981 0.766 "Gb" 0.0895 -4.544 0 31 0.153 104.351 "C"
"144605" 0.48 1964 0.722 0.688 304267 0.285 0.000176 "B" 0.0825 -14.632 0 14 0.039 80.994 "D"
"121636" 0.726 2004 0.102 0.521 233160 0.578 4.56e-05 "E" 0.223 -6.158 0 45 0.0305 155.902 "B"
"100272" 0.73 1978 0.125 0.646 255827 0.666 1.54e-05 "Db" 0.062 -12.691 1 31 0.0465 109.175 "C"
"84058" 0.406 1978 0.00698 0.309 203347 0.955 0.000126 "B" 0.228 -4.572 0 28 0.293 143.783 "C"
"56397" 0.841 2015 0.445 0.719 183711 0.696 1.15e-06 "Gb" 0.0796 -9.832 0 59 0.0475 112.085 "B"
"32627" 0.91 1990 0.0106 0.525 325533 0.724 1.15e-05 "Gb" 0.0563 -11.282 0 49 0.173 186.531 "B"
"49230" 0.222 1980 0.98 0.411 193360 0.129 2.52e-05 "G" 0.085 -15.07 1 49 0.0358 136.215 "B"
"11634" 0.907 1980 0.368 0.751 185960 0.703 0.00123 "A" 0.196 -5.687 1 61 0.0287 97.931 "A"
"149435" 0.98 1989 0.167 0.706 265267 0.53 1.73e-05 "D" 0.0301 -12.83 1 37 0.0294 111.555 "C"
"102170" 0.584 1987 0.215 0.842 265067 0.529 4.68e-06 "Bb" 0.0723 -6.48 1 40 0.0307 121.001 "C"
"74846" 0.346 2019 0.283 0.617 186497 0.64 1.02e-06 "Ab" 0.164 -5.601 1 67 0.042 156.98 "A"
"45220" 0.344 1960 0.967 0.372 246133 0.277 0.591 "Eb" 0.143 -15.712 1 29 0.0338 75.792 "C"
"146882" 0.631 1976 0.0315 0.886 176000 0.402 0.000739 "Db" 0.0873 -12.524 1 22 0.196 124.186 "C"
"21515" 0.509 1933 0.948 0.33 215275 0.276 0.0017 "C" 0.176 -9.922 0 0 0.0302 171.382 "D"
"57144" 0.855 2019 0.234 0.918 236000 0.837 0 "Db" 0.227 -6.792 1 70 0.255 120.017 "A"
"51628" 0.156 1992 2.44e-05 0.414 535600 0.404 0.433 "F" 0.121 -14.677 1 48 0.0293 102.883 "B"
"85211" 0.218 1984 0.971 0.529 167000 0.00348 0.871 "B" 0.0945 -33.588 1 33 0.0413 106.915 "C"
"153811" 0.532 2011 0.442 0.76 233160 0.476 0 "C" 0.0681 -9.928 1 44 0.0383 101.293 "B"
"113412" 0.54 1962 0.919 0.659 332333 0.199 0.673 "G" 0.0962 -14.841 0 16 0.0402 92.088 "D"
"151288" 0.639 1998 0.349 0.686 204617 0.324 4.53e-05 "Bb" 0.173 -14.907 1 35 0.0289 97.279 "C"
"155022" 0.811 2018 0.0111 0.597 186681 0.771 4.68e-06 "F" 0.0987 -10.717 1 63 0.0394 104.008 "A"
"65400" 0.811 1971 0.0762 0.517 284333 0.703 3.22e-05 "Ab" 0.141 -11.767 1 37 0.0709 121.14 "C"
"108690" 0.466 2020 0.116 0.76 171670 0.538 0.000154 "B" 0.175 -7.206 0 60 0.195 118.013 "B"
"116516" 0.709 1978 0.332 0.637 279011 0.526 0.000183 "F" 0.558 -11.92 0 24 0.0356 91.535 "C"
"122226" 0.491 2007 0.0885 0.834 216653 0.687 0 "Db" 0.144 -6.473 1 46 0.105 99.752 "B"
"10818" 0.507 1976 0.214 0.668 231933 0.906 0.00245 "B" 0.135 -4.881 0 74 0.17 135.653 "A"
"55225" 0.743 2010 0.386 0.688 268320 0.853 0 "Bb" 0.0862 -5.814 1 64 0.0493 103.993 "A"
"8642" 0.552 1965 0.75 0.488 145640 0.297 0.535 "C" 0.129 -17.101 1 58 0.0321 65.04 "B"
"37846" 0.485 2017 0.0634 0.812 207059 0.628 0 "Bb" 0.254 -6.164 0 70 0.0682 123.004 "A"
"111186" 0.513 1951 0.945 0.508 129660 0.261 0.000327 "E" 0.354 -13.433 1 0 0.0542 120.589 "D"
"124161" 0.39 2017 0.414 0.619 291198 0.347 0 "A" 0.076 -10.686 1 59 0.0354 74.004 "B"
"79478" 0.397 1955 0.975 0.308 151067 0.165 0.000265 "Bb" 0.104 -12.705 1 10 0.0548 53.052 "D"
"159845" 0.661 1966 0.229 0.663 241027 0.23 0 "C" 0.134 -16.336 1 13 0.043 97.708 "D"
"31328" 0.694 1984 0.104 0.589 216693 0.768 0 "A" 0.0897 -11.493 1 49 0.0417 109.127 "B"
"121528" 0.23 2003 0.356 0.632 242453 0.408 0 "Ab" 0.0727 -10.858 1 55 0.0266 128.042 "B"
"125547" 0.368 1940 0.993 0.455 203053 0.138 0.817 "B" 0.333 -15.707 1 0 0.0332 77.344 "D"
"52256" 0.313 1995 0.673 0.66 162213 0.358 2.89e-05 "Ab" 0.137 -11.655 1 50 0.0318 106.996 "B"
"35935" 0.539 2007 0.00545 0.827 229493 0.587 0 "Ab" 0.055 -8.189 0 58 0.0604 77.688 "B"
"131333" 0.694 1972 0.425 0.339 192733 0.534 0.00041 "G" 0.312 -4.032 1 26 0.0297 142.487 "C"
"25560" 0.0596 1954 0.971 0.155 278973 0.156 0.921 "G" 0.127 -14.16 1 12 0.0356 79.141 "D"
"85016" 0.361 1983 0.684 0.679 257173 0.16 0.00183 "G" 0.1 -20.34 0 37 0.0338 103.084 "C"
"76508" 0.816 1936 0.965 0.578 162507 0.392 0.252 "Gb" 0.26 -5.864 0 0 0.0458 120.04 "D"
"150005" 0.742 1991 0.00428 0.619 254493 0.956 3.47e-05 "F" 0.0604 -6.886 0 42 0.0648 141.221 "B"
